,Men in Black: International,Standard,PG-13,6/21/19,"11 a.m., 1:55 p.m., 4:20 p.m., 7:30 p.m., 10:20 p.m., 10:35 p.m."
,Men in Black: International,Standard,PG-13,6/22/19,"11 a.m., 1:55 p.m., 4:20 p.m., 7:30 p.m., 10:20 p.m., 10:35 p.m."
,Men in Black: International,Standard,PG-13,6/22/19,"11 a.m., 1:55 p.m., 4:20 p.m., 7:30 p.m., 10:20 p.m., 10:35 p.m."
,Men in Black: International,Standard,PG-13,6/23/19,"11 a.m., 1:55 p.m., 4:20 p.m., 7:30 p.m., 10:20 p.m., 10:35 p.m."
,Men in Black: International,Standard,PG-13,6/23/19,"11 a.m., 1:55 p.m., 4:20 p.m., 7:30 p.m., 10:20 p.m., 10:35 p.m."
,Rocketman,Standard,R,6/21/19,"1:20 p.m., 4:15 p.m., 7:05 p.m., 10:10 p.m."
,Rocketman,Standard,R,6/21/19,"1:20 p.m., 4:15 p.m., 7:05 p.m., 10:10 p.m."
,Rocketman,Standard,R,6/22/19,"1:20 p.m., 4:15 p.m., 7:05 p.m., 10:10 p.m."
,Rocketman,Standard,R,6/22/19,"1:20 p.m., 4:15 p.m., 7:05 p.m., 10:10 p.m."
,Rocketman,Standard,R,6/23/19,"1:20 p.m., 4:15 p.m., 7:05 p.m., 10:10 p.m."
,Rocketman,Standard,R,6/23/19,"1:20 p.m., 4:15 p.m., 7:05 p.m., 10:10 p.m."
,Shaft (2019),Standard,R,6/21/19,"11:30 a.m., 3:45 p.m., 6:40 p.m., 10:40 p.m."
,Shaft (2019),Standard,R,6/21/19,"11:30 a.m., 3:45 p.m., 6:40 p.m., 10:40 p.m."
,Shaft (2019),Standard,R,6/22/19,"11:30 a.m., 3:45 p.m., 6:40 p.m., 10:40 p.m."
,Shaft (2019),Standard,R,6/22/19,"11:30 a.m., 3:45 p.m., 6:40 p.m., 10:40 p.m."
,Shaft (2019),Standard,R,6/23/19,"11:30 a.m., 3:45 p.m., 6:40 p.m., 10:40 p.m."
,Shaft (2019),Standard,R,6/23/19,"11:30 a.m., 3:45 p.m., 6:40 p.m., 10:40 p.m."
,The Extraordinary Journey of the Fakir,Standard,PG-13,6/21/19,"11:35 a.m., 4:55 p.m., 7:45 p.m., 10:25 p.m."
,The Extraordinary Journey of the Fakir,Standard,PG-13,6/21/19,"11:35 a.m., 4:55 p.m., 7:45 p.m., 10:25 p.m."
,The Extraordinary Journey of the Fakir,Standard,PG-13,6/22/19,"11:35 a.m., 4:55 p.m., 7:45 p.m., 10:25 p.m."
,The Extraordinary Journey of the Fakir,Standard,PG-13,6/22/19,"11:35 a.m., 4:55 p.m., 7:45 p.m., 10:25 p.m."
,The Extraordinary Journey of the Fakir,Standard,PG-13,6/23/19,"11:35 a.m., 4:55 p.m., 7:45 p.m., 10:25 p.m."
,The Extraordinary Journey of the Fakir,Standard,PG-13,6/23/19,"11:35 a.m., 4:55 p.m., 7:45 p.m., 10:25 p.m."
,The Secret Life of Pets 2,Standard,PG,6/21/19,"10:45 a.m., 1:25 p.m., 3:45 p.m., 6 p.m., 8:20 p.m., 10:40 p.m."
,The Secret Life of Pets 2,Standard,PG,6/21/19,"10:45 a.m., 1:25 p.m., 3:45 p.m., 6 p.m., 8:20 p.m., 10:40 p.m."
,The Secret Life of Pets 2,Standard,PG,6/22/19,"10:45 a.m., 1:25 p.m., 3:45 p.m., 6 p.m., 8:20 p.m., 10:40 p.m."
,The Secret Life of Pets 2,Standard,PG,6/22/19,"10:45 a.m., 1:25 p.m., 3:45 p.m., 6 p.m., 8:20 p.m., 10:40 p.m."
,The Secret Life of Pets 2,Standard,PG,6/23/19,"10:45 a.m., 1:25 p.m., 3:45 p.m., 6 p.m., 8:20 p.m., 10:40 p.m."
,The Secret Life of Pets 2,Standard,PG,6/23/19,"10:45 a.m., 1:25 p.m., 3:45 p.m., 6 p.m., 8:20 p.m., 10:40 p.m."
,Toy Story 4,Digital 3D,G,6/21/19,"11 a.m., 1:30 p.m., 4 p.m., 7 p.m., 10 p.m."
,Toy Story 4,Digital 3D,G,6/21/19,"11 a.m., 1:30 p.m., 4 p.m., 7 p.m., 10 p.m."
,Toy Story 4,Digital 3D,G,6/22/19,"11 a.m., 1:30 p.m., 4 p.m., 7 p.m., 10 p.m."
,Toy Story 4,Digital 3D,G,6/22/19,"11 a.m., 1:30 p.m., 4 p.m., 7 p.m., 10 p.m."
,Toy Story 4,Digital 3D,G,6/23/19,"11 a.m., 1:30 p.m., 4 p.m., 7 p.m., 10 p.m."
,Toy Story 4,Digital 3D,G,6/23/19,"11 a.m., 1:30 p.m., 4 p.m., 7 p.m., 10 p.m."
,Toy Story 4,Standard,G,6/21/19,"10:30 a.m., 10:40 a.m., 10:50 a.m., 11:25 a.m., 12 p.m., 1:45 p.m., 2 p.m., 2:15 p.m., 2:35 p.m., 4:40 p.m., 4:55 p.m., 5:10 p.m., 7:20 p.m., 7:45 p.m., 10 p.m., 10:20 p.m."
,Toy Story 4,Standard,G,6/21/19,"10:30 a.m., 10:40 a.m., 10:50 a.m., 11:25 a.m., 12 p.m., 1:45 p.m., 2 p.m., 2:15 p.m., 2:35 p.m., 4:40 p.m., 4:55 p.m., 5:10 p.m., 7:20 p.m., 7:45 p.m., 10 p.m., 10:20 p.m."
,Toy Story 4,Standard,G,6/22/19,"10:30 a.m., 10:40 a.m., 10:50 a.m., 11:25 a.m., 12 p.m., 1:45 p.m., 2 p.m., 2:15 p.m., 2:35 p.m., 4:40 p.m., 4:55 p.m., 5:10 p.m., 7:20 p.m., 7:45 p.m., 10 p.m., 10:20 p.m."
,Toy Story 4,Standard,G,6/22/19,"10:30 a.m., 10:40 a.m., 10:50 a.m., 11:25 a.m., 12 p.m., 1:45 p.m., 2 p.m., 2:15 p.m., 2:35 p.m., 4:40 p.m., 4:55 p.m., 5:10 p.m., 7:20 p.m., 7:45 p.m., 10 p.m., 10:20 p.m."
,Toy Story 4,Standard,G,6/23/19,"10:40 a.m., 10:50 a.m., 11:25 a.m., 12 p.m., 1:45 p.m., 2 p.m., 2:15 p.m., 2:35 p.m., 4:40 p.m., 4:55 p.m., 5:10 p.m., 7:20 p.m., 7:45 p.m., 10 p.m., 10:20 p.m."
,Toy Story 4,Standard,G,6/23/19,"10:40 a.m., 10:50 a.m., 11:25 a.m., 12 p.m., 1:45 p.m., 2 p.m., 2:15 p.m., 2:35 p.m., 4:40 p.m., 4:55 p.m., 5:10 p.m., 7:20 p.m., 7:45 p.m., 10 p.m., 10:20 p.m."
Regal Celebration Pointe & RPX,Aladdin (2019),Standard,PG,6/21/19,"12:15 p.m., 3:25 p.m., 6:30 p.m."
,Aladdin (2019),Standard,PG,6/21/19,"12:15 p.m., 3:25 p.m., 6:30 p.m."
,Aladdin (2019),Standard,PG,6/22/19,"12:15 p.m., 3:25 p.m., 6:30 p.m., 10:20 p.m."
,Aladdin (2019),Standard,PG,6/22/19,"12:15 p.m., 3:25 p.m., 6:30 p.m., 10:20 p.m."
,Aladdin (2019),Standard,PG,6/23/19,"12:15 p.m., 3:25 p.m., 6:30 p.m., 10:20 p.m."
,Aladdin (2019),Standard,PG,6/23/19,"12:15 p.m., 3:25 p.m., 6:30 p.m., 10:20 p.m."
,Dark Phoenix,Standard,PG-13,6/21/19,"1 p.m., 4 p.m., 7 p.m., 10:05 p.m."
,Dark Phoenix,Standard,PG-13,6/21/19,"1 p.m., 4 p.m., 7 p.m., 10:05 p.m."
,Dark Phoenix,Standard,PG-13,6/22/19,"1 p.m., 4 p.m., 7 p.m., 10:05 p.m."
,Dark Phoenix,Standard,PG-13,6/22/19,"1 p.m., 4 p.m., 7 p.m., 10:05 p.m."
,Dark Phoenix,Standard,PG-13,6/23/19,"1 p.m., 4 p.m., 7 p.m., 10:05 p.m."
,Dark Phoenix,Standard,PG-13,6/23/19,"1 p.m., 4 p.m., 7 p.m., 10:05 p.m."
,Godzilla: King of the Monsters (2019),Standard,PG-13,6/21/19,"12:20 p.m., 7:10 p.m."
,Godzilla: King of the Monsters (2019),Standard,PG-13,6/21/19,"12:20 p.m., 7:10 p.m."
,Godzilla: King of the Monsters (2019),Standard,PG-13,6/22/19,"12:20 p.m., 7:10 p.m."
,Godzilla: King of the Monsters (2019),Standard,PG-13,6/22/19,"12:20 p.m., 7:10 p.m."
,Godzilla: King of the Monsters (2019),Standard,PG-13,6/23/19,"12:20 p.m., 7:10 p.m."
,Godzilla: King of the Monsters (2019),Standard,PG-13,6/23/19,"12:20 p.m., 7:10 p.m."
,John Wick: Chapter 3 â€“ Parabellum,Standard,R,6/21/19,"12:50 p.m., 3:50 p.m., 7:20 p.m., 10:35 p.m."
,John Wick: Chapter 3 â€“ Parabellum,Standard,R,6/21/19,"12:50 p.m., 3:50 p.m., 7:20 p.m., 10:35 p.m."
,John Wick: Chapter 3 â€“ Parabellum,Standard,R,6/22/19,"12:50 p.m., 3:50 p.m., 7:20 p.m., 10:35 p.m."
,John Wick: Chapter 3 â€“ Parabellum,Standard,R,6/22/19,"12:50 p.m., 3:50 p.m., 7:20 p.m., 10:35 p.m."
,John Wick: Chapter 3 â€“ Parabellum,Standard,R,6/23/19,"12:50 p.m., 3:50 p.m., 7:20 p.m., 10:35 p.m."
,John Wick: Chapter 3 â€“ Parabellum,Standard,R,6/23/19,"12:50 p.m., 3:50 p.m., 7:20 p.m., 10:35 p.m."
,Men in Black: International,Standard,PG-13,6/21/19,"12:40 p.m., 3:40 p.m., 4:10 p.m., 6:40 p.m., 9:40 p.m., 10:10 p.m."
,Men in Black: International,Standard,PG-13,6/21/19,"12:40 p.m., 3:40 p.m., 4:10 p.m., 6:40 p.m., 9:40 p.m., 10:10 p.m."
,Men in Black: International,Standard,PG-13,6/22/19,"12:40 p.m., 3:40 p.m., 4:10 p.m., 6:40 p.m., 9:40 p.m., 10:10 p.m."
,Men in Black: International,Standard,PG-13,6/22/19,"12:40 p.m., 3:40 p.m., 4:10 p.m., 6:40 p.m., 9:40 p.m., 10:10 p.m."
,Men in Black: International,Standard,PG-13,6/23/19,"12:40 p.m., 3:40 p.m., 4:10 p.m., 6:40 p.m., 9:40 p.m., 10:10 p.m."
,Men in Black: International,Standard,PG-13,6/23/19,"12:40 p.m., 3:40 p.m., 4:10 p.m., 6:40 p.m., 9:40 p.m., 10:10 p.m."
,Rocketman,Standard,R,6/21/19,"12:35 p.m., 4:05 p.m., 7:40 p.m., 10:40 p.m."
,Rocketman,Standard,R,6/21/19,"12:35 p.m., 4:05 p.m., 7:40 p.m., 10:40 p.m."
,Rocketman,Standard,R,6/22/19,"12:35 p.m., 4:05 p.m., 7:40 p.m., 10:40 p.m."
,Rocketman,Standard,R,6/22/19,"12:35 p.m., 4:05 p.m., 7:40 p.m., 10:40 p.m."
,Rocketman,Standard,R,6/23/19,"12:35 p.m., 4:05 p.m., 7:40 p.m., 10:40 p.m."
,Rocketman,Standard,R,6/23/19,"12:35 p.m., 4:05 p.m., 7:40 p.m., 10:40 p.m."
,The Secret Life of Pets 2,Standard,PG,6/21/19,"11:45 a.m., 2:15 p.m., 4:45 p.m., 7:30 p.m., 9:50 p.m."
,The Secret Life of Pets 2,Standard,PG,6/21/19,"11:45 a.m., 2:15 p.m., 4:45 p.m., 7:30 p.m., 9:50 p.m."
,The Secret Life of Pets 2,Standard,PG,6/22/19,"11:45 a.m., 2:15 p.m., 4:45 p.m., 7:30 p.m., 9:50 p.m."
,The Secret Life of Pets 2,Standard,PG,6/22/19,"11:45 a.m., 2:15 p.m., 4:45 p.m., 7:30 p.m., 9:50 p.m."
,The Secret Life of Pets 2,Standard,PG,6/23/19,"11:45 a.m., 2:15 p.m., 4:45 p.m., 7:30 p.m., 9:50 p.m."
,The Secret Life of Pets 2,Standard,PG,6/23/19,"11:45 a.m., 2:15 p.m., 4:45 p.m., 7:30 p.m., 9:50 p.m."
,Toy Story 4,Digital 3D,G,6/21/19,10:25 p.m.
,Toy Story 4,Digital 3D,G,6/21/19,10:25 p.m.
,Toy Story 4,Digital 3D,G,6/22/19,10:25 p.m.
,Toy Story 4,Digital 3D,G,6/22/19,10:25 p.m.
,Toy Story 4,Digital 3D,G,6/23/19,10:25 p.m.
,Toy Story 4,Digital 3D,G,6/23/19,10:25 p.m.
,Toy Story 4,Standard,G,6/21/19,"12:10 p.m., 2:50 p.m., 5:30 p.m., 8:10 p.m., 10:50 p.m., 11:30 a.m., 11:50 a.m., 2:10 p.m., 2:30 p.m., 4:50 p.m., 5:10 p.m., 7:45 p.m., 7:50 p.m., 10:45 p.m."
,Toy Story 4,Standard,G,6/21/19,"12:10 p.m., 2:50 p.m., 5:30 p.m., 8:10 p.m., 10:50 p.m., 11:30 a.m., 11:50 a.m., 2:10 p.m., 2:30 p.m., 4:50 p.m., 5:10 p.m., 7:45 p.m., 7:50 p.m., 10:45 p.m."
,Toy Story 4,Standard,G,6/22/19,"12:10 p.m., 2:50 p.m., 5:30 p.m., 8:10 p.m., 10:50 p.m., 11:30 a.m., 11:50 a.m., 2:10 p.m., 2:30 p.m., 4:50 p.m., 5:10 p.m., 7:45 p.m., 7:50 p.m., 10:45 p.m."
,Toy Story 4,Standard,G,6/22/19,"12:10 p.m., 2:50 p.m., 5:30 p.m., 8:10 p.m., 10:50 p.m., 11:30 a.m., 11:50 a.m., 2:10 p.m., 2:30 p.m., 4:50 p.m., 5:10 p.m., 7:45 p.m., 7:50 p.m., 10:45 p.m."
,Toy Story 4,Standard,G,6/23/19,"12:10 p.m., 2:50 p.m., 5:30 p.m., 8:10 p.m., 10:50 p.m., 11:30 a.m., 11:50 a.m., 2:10 p.m., 2:30 p.m., 4:50 p.m., 5:10 p.m., 7:45 p.m., 7:50 p.m., 10:45 p.m."
,Toy Story 4,Standard,G,6/23/19,"12:10 p.m., 2:50 p.m., 5:30 p.m., 8:10 p.m., 10:50 p.m., 11:30 a.m., 11:50 a.m., 2:10 p.m., 2:30 p.m., 4:50 p.m., 5:10 p.m., 7:45 p.m., 7:50 p.m., 10:45 p.m."
Regal Hollywood & IMAX - Ocala,Aladdin (2019),Standard,PG,6/21/19,"12:20 p.m., 3:20 p.m., 6:45 p.m., 9:55 p.m."
,Aladdin (2019),Standard,PG,6/21/19,"12:20 p.m., 3:20 p.m., 6:45 p.m., 9:55 p.m."
,Aladdin (2019),Standard,PG,6/22/19,"12:20 p.m., 3:20 p.m., 6:45 p.m., 9:55 p.m."
,Aladdin (2019),Standard,PG,6/22/19,"12:20 p.m., 3:20 p.m., 6:45 p.m., 9:55 p.m."
,Aladdin (2019),Standard,PG,6/23/19,"12:20 p.m., 3:20 p.m., 6:45 p.m., 9:55 p.m."
,Aladdin (2019),Standard,PG,6/23/19,"12:20 p.m., 3:20 p.m., 6:45 p.m., 9:55 p.m."
,Anna (2019),Standard,R,6/21/19,"1:05 p.m., 4:40 p.m., 7:50 p.m., 10:40 p.m."
,Anna (2019),Standard,R,6/21/19,"1:05 p.m., 4:40 p.m., 7:50 p.m., 10:40 p.m."
,Anna (2019),Standard,R,6/22/19,"1:05 p.m., 4:40 p.m., 7:50 p.m., 10:40 p.m."
,Anna (2019),Standard,R,6/22/19,"1:05 p.m., 4:40 p.m., 7:50 p.m., 10:40 p.m."
,Anna (2019),Standard,R,6/23/19,"1:05 p.m., 4:40 p.m., 7:50 p.m., 10:40 p.m."
,Anna (2019),Standard,R,6/23/19,"1:05 p.m., 4:40 p.m., 7:50 p.m., 10:40 p.m."
,Avengers: Endgame (2019),Standard,PG-13,6/21/19,"7:05 p.m., 9:45 p.m."
,Avengers: Endgame (2019),Standard,PG-13,6/21/19,"7:05 p.m., 9:45 p.m."
,Avengers: Endgame (2019),Standard,PG-13,6/22/19,"7:05 p.m., 9:45 p.m."
,Avengers: Endgame (2019),Standard,PG-13,6/22/19,"7:05 p.m., 9:45 p.m."
,Avengers: Endgame (2019),Standard,PG-13,6/23/19,"7:05 p.m., 9:45 p.m."
,Avengers: Endgame (2019),Standard,PG-13,6/23/19,"7:05 p.m., 9:45 p.m."
,Child's Play (2019),Standard,R,6/21/19,"12 p.m., 2:40 p.m., 5 p.m., 7:40 p.m., 10:20 p.m."
,Child's Play (2019),Standard,R,6/21/19,"12 p.m., 2:40 p.m., 5 p.m., 7:40 p.m., 10:20 p.m."
,Child's Play (2019),Standard,R,6/22/19,"12 p.m., 2:40 p.m., 5 p.m., 7:40 p.m., 10:20 p.m."
,Child's Play (2019),Standard,R,6/22/19,"12 p.m., 2:40 p.m., 5 p.m., 7:40 p.m., 10:20 p.m."
,Child's Play (2019),Standard,R,6/23/19,"12 p.m., 2:40 p.m., 5 p.m., 7:40 p.m., 10:20 p.m."
,Child's Play (2019),Standard,R,6/23/19,"12 p.m., 2:40 p.m., 5 p.m., 7:40 p.m., 10:20 p.m."
,Dark Phoenix,Standard,PG-13,6/21/19,"12:35 p.m., 3:40 p.m., 7 p.m., 10:55 p.m."
,Dark Phoenix,Standard,PG-13,6/21/19,"12:35 p.m., 3:40 p.m., 7 p.m., 10:55 p.m."
,Dark Phoenix,Standard,PG-13,6/22/19,"12:35 p.m., 3:40 p.m., 7 p.m., 10:55 p.m."
,Dark Phoenix,Standard,PG-13,6/22/19,"12:35 p.m., 3:40 p.m., 7 p.m., 10:55 p.m."
,Dark Phoenix,Standard,PG-13,6/23/19,"12:35 p.m., 3:40 p.m., 7 p.m., 10:55 p.m."
,Dark Phoenix,Standard,PG-13,6/23/19,"12:35 p.m., 3:40 p.m., 7 p.m., 10:55 p.m."
,Forrest Gump 25th Anniversary,Standard,,6/23/19,3 p.m.
,Forrest Gump 25th Anniversary,Standard,,6/23/19,3 p.m.
,Godzilla: King of the Monsters (2019),Standard,PG-13,6/21/19,"6:55 p.m., 10:20 p.m."
,Godzilla: King of the Monsters (2019),Standard,PG-13,6/21/19,"6:55 p.m., 10:20 p.m."
,Godzilla: King of the Monsters (2019),Standard,PG-13,6/22/19,"6:55 p.m., 10:20 p.m."
,Godzilla: King of the Monsters (2019),Standard,PG-13,6/22/19,"6:55 p.m., 10:20 p.m."
,Godzilla: King of the Monsters (2019),Standard,PG-13,6/23/19,"6:55 p.m., 10:20 p.m."
,Godzilla: King of the Monsters (2019),Standard,PG-13,6/23/19,"6:55 p.m., 10:20 p.m."
,John Wick: Chapter 3 â€“ Parabellum,Standard,R,6/21/19,"1:20 p.m., 4:20 p.m., 7:35 p.m., 10:35 p.m."
,John Wick: Chapter 3 â€“ Parabellum,Standard,R,6/21/19,"1:20 p.m., 4:20 p.m., 7:35 p.m., 10:35 p.m."
,John Wick: Chapter 3 â€“ Parabellum,Standard,R,6/22/19,"1:20 p.m., 4:20 p.m., 7:35 p.m., 10:35 p.m."
,John Wick: Chapter 3 â€“ Parabellum,Standard,R,6/22/19,"1:20 p.m., 4:20 p.m., 7:35 p.m., 10:35 p.m."
,John Wick: Chapter 3 â€“ Parabellum,Standard,R,6/23/19,"1:20 p.m., 4:20 p.m., 7:35 p.m., 10:35 p.m."
,John Wick: Chapter 3 â€“ Parabellum,Standard,R,6/23/19,"1:20 p.m., 4:20 p.m., 7:35 p.m., 10:35 p.m."
,Late Night (2019),Standard,R,6/21/19,"5:35 p.m., 10:55 p.m."
,Late Night (2019),Standard,R,6/21/19,"5:35 p.m., 10:55 p.m."
,Late Night (2019),Standard,R,6/22/19,"5:35 p.m., 10:55 p.m."
,Late Night (2019),Standard,R,6/22/19,"5:35 p.m., 10:55 p.m."
,Late Night (2019),Standard,R,6/23/19,"5:40 p.m., 10:55 p.m."
,Late Night (2019),Standard,R,6/23/19,"5:40 p.m., 10:55 p.m."
,Ma (2019),Standard,R,6/21/19,"8:05 p.m., 10:50 p.m."
,Ma (2019),Standard,R,6/21/19,"8:05 p.m., 10:50 p.m."
,Ma (2019),Standard,R,6/22/19,"8:05 p.m., 10:50 p.m."
,Ma (2019),Standard,R,6/22/19,"8:05 p.m., 10:50 p.m."
,Ma (2019),Standard,R,6/23/19,"8:05 p.m., 10:50 p.m."
,Ma (2019),Standard,R,6/23/19,"8:05 p.m., 10:50 p.m."
,Men in Black: International,Standard,PG-13,6/21/19,"12:05 p.m., 1:10 p.m., 2:50 p.m., 4:10 p.m., 7:30 p.m., 8:10 p.m., 10:50 p.m."
,Men in Black: International,Standard,PG-13,6/21/19,"12:05 p.m., 1:10 p.m., 2:50 p.m., 4:10 p.m., 7:30 p.m., 8:10 p.m., 10:50 p.m."
,Men in Black: International,Standard,PG-13,6/22/19,"12:05 p.m., 1:10 p.m., 2:50 p.m., 4:10 p.m., 7:30 p.m., 8:10 p.m., 10:50 p.m."
,Men in Black: International,Standard,PG-13,6/22/19,"12:05 p.m., 1:10 p.m., 2:50 p.m., 4:10 p.m., 7:30 p.m., 8:10 p.m., 10:50 p.m."
,Men in Black: International,Standard,PG-13,6/23/19,"12:05 p.m., 1:10 p.m., 2:55 p.m., 4:10 p.m., 7:30 p.m., 8:10 p.m., 10:50 p.m."
,Men in Black: International,Standard,PG-13,6/23/19,"12:05 p.m., 1:10 p.m., 2:55 p.m., 4:10 p.m., 7:30 p.m., 8:10 p.m., 10:50 p.m."
,Rocketman,Standard,R,6/21/19,"12:55 p.m., 4:15 p.m., 7:25 p.m., 10:30 p.m."
,Rocketman,Standard,R,6/21/19,"12:55 p.m., 4:15 p.m., 7:25 p.m., 10:30 p.m."
,Rocketman,Standard,R,6/22/19,"12:55 p.m., 4:15 p.m., 7:25 p.m., 10:30 p.m."
,Rocketman,Standard,R,6/22/19,"12:55 p.m., 4:15 p.m., 7:25 p.m., 10:30 p.m."
,Rocketman,Standard,R,6/23/19,"12:55 p.m., 4:15 p.m., 7:25 p.m., 10:30 p.m."
,Rocketman,Standard,R,6/23/19,"12:55 p.m., 4:15 p.m., 7:25 p.m., 10:30 p.m."
,Shaft (2019),Standard,R,6/21/19,"12:50 p.m., 4:05 p.m., 7:45 p.m., 10:25 p.m."
,Shaft (2019),Standard,R,6/21/19,"12:50 p.m., 4:05 p.m., 7:45 p.m., 10:25 p.m."
,Shaft (2019),Standard,R,6/22/19,"12:50 p.m., 4:05 p.m., 7:45 p.m., 10:25 p.m."
,Shaft (2019),Standard,R,6/22/19,"12:50 p.m., 4:05 p.m., 7:45 p.m., 10:25 p.m."
,Shaft (2019),Standard,R,6/23/19,"12:15 p.m., 8:15 p.m., 10:55 p.m."
,Shaft (2019),Standard,R,6/23/19,"12:15 p.m., 8:15 p.m., 10:55 p.m."
,The Secret Life of Pets 2,Standard,PG,6/21/19,"12:15 p.m., 2:30 p.m., 4:55 p.m., 7:15 p.m., 9:30 p.m."
,The Secret Life of Pets 2,Standard,PG,6/21/19,"12:15 p.m., 2:30 p.m., 4:55 p.m., 7:15 p.m., 9:30 p.m."
,The Secret Life of Pets 2,Standard,PG,6/22/19,"12:15 p.m., 2:30 p.m., 4:55 p.m., 7:15 p.m., 9:30 p.m."
,The Secret Life of Pets 2,Standard,PG,6/22/19,"12:15 p.m., 2:30 p.m., 4:55 p.m., 7:15 p.m., 9:30 p.m."
,The Secret Life of Pets 2,Standard,PG,6/23/19,"12:15 p.m., 2:30 p.m., 4:55 p.m., 7:15 p.m., 9:30 p.m."
,The Secret Life of Pets 2,Standard,PG,6/23/19,"12:15 p.m., 2:30 p.m., 4:55 p.m., 7:15 p.m., 9:30 p.m."
,Toy Story 4,Digital 3D,G,6/21/19,"1 p.m., 3:35 p.m., 5:30 p.m., 10:50 p.m."
,Toy Story 4,Digital 3D,G,6/21/19,"1 p.m., 3:35 p.m., 5:30 p.m., 10:50 p.m."
,Toy Story 4,Digital 3D,G,6/22/19,"1 p.m., 3:35 p.m., 5:30 p.m., 10:50 p.m."
,Toy Story 4,Digital 3D,G,6/22/19,"1 p.m., 3:35 p.m., 5:30 p.m., 10:50 p.m."
,Toy Story 4,Digital 3D,G,6/23/19,"1 p.m., 3:35 p.m., 5:30 p.m., 10:50 p.m."
,Toy Story 4,Digital 3D,G,6/23/19,"1 p.m., 3:35 p.m., 5:30 p.m., 10:50 p.m."
,Toy Story 4,IMAX,G,6/21/19,"1:50 p.m., 4:30 p.m., 7:10 p.m., 9:50 p.m."
,Toy Story 4,IMAX,G,6/21/19,"1:50 p.m., 4:30 p.m., 7:10 p.m., 9:50 p.m."
,Toy Story 4,IMAX,G,6/22/19,"11 a.m., 1:50 p.m., 4:30 p.m., 7:10 p.m., 9:50 p.m."
,Toy Story 4,IMAX,G,6/22/19,"11 a.m., 1:50 p.m., 4:30 p.m., 7:10 p.m., 9:50 p.m."
,Toy Story 4,IMAX,G,6/23/19,"11 a.m., 1:50 p.m., 4:30 p.m., 7:10 p.m., 9:50 p.m."
,Toy Story 4,IMAX,G,6/23/19,"11 a.m., 1:50 p.m., 4:30 p.m., 7:10 p.m., 9:50 p.m."
,Toy Story 4,Standard,G,6/21/19,"12:10 p.m., 12:30 p.m., 1:15 p.m., 1:30 p.m., 2:50 p.m., 3:10 p.m., 4 p.m., 5 p.m., 6:30 p.m., 8:10 p.m., 9 p.m."
,Toy Story 4,Standard,G,6/21/19,"12:10 p.m., 12:30 p.m., 1:15 p.m., 1:30 p.m., 2:50 p.m., 3:10 p.m., 4 p.m., 5 p.m., 6:30 p.m., 8:10 p.m., 9 p.m."
,Toy Story 4,Standard,G,6/22/19,"10:30 a.m., 12:10 p.m., 12:30 p.m., 1:15 p.m., 1:30 p.m., 2:50 p.m., 3:10 p.m., 4 p.m., 5 p.m., 6:30 p.m., 8:10 p.m., 9 p.m."
,Toy Story 4,Standard,G,6/22/19,"10:30 a.m., 12:10 p.m., 12:30 p.m., 1:15 p.m., 1:30 p.m., 2:50 p.m., 3:10 p.m., 4 p.m., 5 p.m., 6:30 p.m., 8:10 p.m., 9 p.m."
,Toy Story 4,Standard,G,6/23/19,"10:30 a.m., 12:10 p.m., 12:30 p.m., 1:15 p.m., 1:30 p.m., 2:50 p.m., 3:10 p.m., 4 p.m., 5 p.m., 6:30 p.m., 8:10 p.m., 9 p.m."
,Toy Story 4,Standard,G,6/23/19,"10:30 a.m., 12:10 p.m., 12:30 p.m., 1:15 p.m., 1:30 p.m., 2:50 p.m., 3:10 p.m., 4 p.m., 5 p.m., 6:30 p.m., 8:10 p.m., 9 p.m."
Regal Royal Park,Aladdin (2019),Standard,PG,6/21/19,"12:20 p.m., 3:20 p.m., 6:20 p.m., 9:20 p.m."
,Aladdin (2019),Standard,PG,6/21/19,"12:20 p.m., 3:20 p.m., 6:20 p.m., 9:20 p.m."
,Aladdin (2019),Standard,PG,6/22/19,"12:20 p.m., 3:20 p.m., 6:20 p.m., 9:20 p.m."
,Aladdin (2019),Standard,PG,6/22/19,"12:20 p.m., 3:20 p.m., 6:20 p.m., 9:20 p.m."
,Aladdin (2019),Standard,PG,6/23/19,"12:20 p.m., 3:20 p.m., 6:20 p.m., 9:20 p.m."
,Aladdin (2019),Standard,PG,6/23/19,"12:20 p.m., 3:20 p.m., 6:20 p.m., 9:20 p.m."
,Anna (2019),Standard,R,6/21/19,"1:05 p.m., 4:10 p.m., 7:05 p.m., 10:05 p.m."
,Anna (2019),Standard,R,6/21/19,"1:05 p.m., 4:10 p.m., 7:05 p.m., 10:05 p.m."
,Anna (2019),Standard,R,6/22/19,"1:05 p.m., 4:10 p.m., 7:05 p.m., 10:05 p.m."
,Anna (2019),Standard,R,6/22/19,"1:05 p.m., 4:10 p.m., 7:05 p.m., 10:05 p.m."
,Anna (2019),Standard,R,6/23/19,"1:05 p.m., 4:10 p.m., 7:05 p.m., 10:05 p.m."
,Anna (2019),Standard,R,6/23/19,"1:05 p.m., 4:10 p.m., 7:05 p.m., 10:05 p.m."
,Avengers: Endgame (2019),Standard,PG-13,6/21/19,"12:50 p.m., 4:45 p.m., 8:40 p.m."
