"Location","Theatre","Movie","Movie_Rating","Star_Rating","Show_Times","Movie_Format","Synopsis","Date","Searched_City"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Bumblebee","PG-13","4.5","1:00p | 4:00p | 7:00p","Standard","On the run in the year 1987, Bumblebee the Autobot seeks refuge in a junkyard in a small California beach town. Charlie, on the brink of turning 18 years old and trying to find her place in the world, soon discovers the battle-scarred and broken Bumblebee. When Charlie revives him, she quickly learns that this is no ordinary yellow Volkswagen.","2019-01-23","Ocala, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","A Dog's Way Home","PG","4.5","1:00p | 4:00p | 7:00p","Standard","As a puppy, Bella finds her way into the arms of Lucas, a young man who gives her a good home. When Bella becomes separated from Lucas, she soon finds herself on an epic 400-mile journey to reunite with her beloved owner. Along the way, the lost but spirited dog touches the lives of an orphaned mountain lion, a down-on-his-luck veteran and some friendly strangers who happen to cross her path.","2019-01-23","Ocala, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Green Book","PG-13","5","3:55p | 7:55p | 10:00p","Standard","Dr. Don Shirley is a world-class African-American pianist who's about to embark on a concert tour in the Deep South in 1962. In need of a driver and protection, Shirley recruits Tony Lip, a tough-talking bouncer from an Italian-American neighborhood in the Bronx. Despite their differences, the two men soon develop an unexpected bond while confronting racism and danger in an era of segregation.","2019-01-23","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","The Upside","PG-13","4.5","1:00p | 4:00p | 7:00p | 9:55p","Standard","Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom as Dell and Phillip rediscover the joy of living life to the fullest.","2019-01-23","High Springs, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Bumblebee","PG-13","4.5","4:35p | 7:20p | 10:05p","Standard","On the run in the year 1987, Bumblebee the Autobot seeks refuge in a junkyard in a small California beach town. Charlie, on the brink of turning 18 years old and trying to find her place in the world, soon discovers the battle-scarred and broken Bumblebee. When Charlie revives him, she quickly learns that this is no ordinary yellow Volkswagen.","2019-01-23","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Fantastic Beasts: The Crimes of Grindelwald","PG-13","4.5","3:35p | 6:40p | 9:45p","Standard","In an effort to thwart Grindelwald's plans of raising pure-blood wizards to rule over all non-magical beings, Albus Dumbledore enlists his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided world.","2019-01-23","Gainesville, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Glass (2019)","PG-13","4","3:00p | 7:00p | 10:00p","IMAX","Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.","2019-01-23","Belleview, FL"
"10845 SE US Highway 441, Belleview, FL 34420","Belleview Cinemas","Escape Room (2019)","PG-13","4","1:00p | 4:00p | 7:00p","Standard","Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.","2019-01-23","Ocala, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Welcome to Marwen","PG-13","3.5","8:20a | 1:20p","Standard","No one expects Mark Hogancamp to recover from a devastating assault that wipes away all of his memories. Putting together pieces from the past and present, Mark meticulously creates a Belgian town and becomes a heroic World War II fighter pilot. His astonishing art installation soon comes to life with breathtakingly realistic dolls -- a testament to the most powerful women he knows. Through this fantasy world, Hogancamp finds the strength to triumph in the real world and face his attackers.","2019-01-23","The Villages, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Mary Poppins Returns (2018)","PG","4.5","3:30p | 6:30p | 9:30p","Standard","Now an adult with three children, bank teller Michael Banks learns that his house will be repossessed in five days unless he can pay back a loan. His only hope is to find a missing certificate that shows proof of valuable shares that his father left him years earlier. Just as all seems lost, Michael and his sister receive the surprise of a lifetime when Mary Poppins -- the beloved nanny from their childhood -- arrives to save the day and take the Banks family on a magical, fun-filled adventure.","2019-01-23","Gainesville, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Second Act","PG-13","4","1:45p | 4:40p | 7:25p | 10:25p","Standard","Second Act is a comedy in the vein of Working Girl and Maid In Manhattan. Jennifer Lopez stars as Maya, a 40-year-old woman struggling with frustrations from unfulfilled dreams. Until, that is, she gets the chance to prove to Madison Avenue that street smarts are as valuable as book smarts, and that it is never too late for a Second Act.","2019-01-23","Belleview, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Escape Room (2019)","PG-13","4","11:00a | 1:20p | 4:40p | 7:05p","Standard","Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.","2019-01-23","The Villages, FL"
"2830 Hwy 90 West, Lake City, FL 32055","UA Cinema 90 6","Glass (2019)","PG-13","4","1:00p | 4:00p | 7:00p","Standard","Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.","2019-01-23","Lake City, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Aquaman","PG-13","4.5","3:20p | 6:35p | 9:40p","Standard","Aquaman finds himself caught between a surface world that ravages the sea and the underwater Atlanteans who are ready to revolt.","2019-01-23","High Springs, FL"
"101 W. Call St., Starke, FL 32091","Florida Twin","Glass (2019)","PG-13","4","7:15p","Standard","Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.","2019-01-23","Starke, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Ralph Breaks the Internet","PG","4.5","2:45p | 5:20p | 10:55p","Standard","Ralph and Vanellope embark on an adventure inside the internet to find a spare part to fix a video game.","2019-01-23","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Escape Room (2019)","PG-13","4","1:15p | 3:45p | 6:25p | 9:00p","Standard","Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.","2019-01-23","High Springs, FL"
"10845 SE US Highway 441, Belleview, FL 34420","Belleview Cinemas","Spider-Man: Into the Spider-Verse","PG","5","1:00p | 4:00p | 7:00p","Standard","Spider-Man mentors a teenager from Brooklyn, N.Y., to become the next web-slinging superhero.","2019-01-23","Ocala, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Aquaman","PG-13","4.5","3:20p | 6:35p | 9:40p","Standard","Aquaman finds himself caught between a surface world that ravages the sea and the underwater Atlanteans who are ready to revolt.","2019-01-23","Gainesville, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Replicas","PG-13","3.5","2:10p | 5:20p | 8:00p | 10:40p","Standard","William Foster is a brilliant neuroscientist who loses his wife, son and two daughters in a tragic car accident. Utilizing cutting-edge technology, William comes up with a daring and unprecedented plan to download their memories and clone their bodies. As the experiment begins to spiral out of control, Foster soon finds himself at odds with his dubious boss, a reluctant accomplice, a police task force and the physical laws of science.","2019-01-23","Belleview, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","The Wife","R","4","11:00a | 5:00p","Standard","After nearly forty years of marriage, JOAN and JOE CASTLEMAN (Glenn Close and Jonathan Pryce) are complements. Where Joe is casual, Joan is elegant. Where Joe is vain, Joan is self-effacing. And where Joe enjoys his very public role as Great American Novelist, Joan pours her considerable intellect, grace, charm, and diplomacy into the private role of Great Man’s Wife. Joe is about to be awarded the Nobel Prize for his acclaimed and prolific body of work. Joe’s literary star has blazed since he and Joan first met in the late 1950. THE WIFE interweaves the story of the couple’s youthful passion and ambition with a portrait of a marriage, thirty-plus years later—a lifetime’s shared compromises, secrets, betrayals, and mutual love.","2019-01-23","The Villages, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Aquaman","PG-13","4.5","3:55p | 7:10p | 10:15p","Standard","Aquaman finds himself caught between a surface world that ravages the sea and the underwater Atlanteans who are ready to revolt.","2019-01-23","Gainesville, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","If Beale Street Could Talk","R","4","10:35a | 2:45p | 4:00p | 7:45p | 10:30p","Standard","In early 1970s Harlem, daughter and wife-to-be Tish vividly recalls the passion, respect and trust that have connected her and her artist fiancé Alonzo Hunt, who goes by the nickname Fonny. Friends since childhood, the devoted couple dream of a future together, but their plans are derailed when Fonny is arrested for a crime he did not commit.","2019-01-23","The Villages, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Bumblebee","PG-13","4.5","4:00p | 7:00p","Standard","On the run in the year 1987, Bumblebee the Autobot seeks refuge in a junkyard in a small California beach town. Charlie, on the brink of turning 18 years old and trying to find her place in the world, soon discovers the battle-scarred and broken Bumblebee. When Charlie revives him, she quickly learns that this is no ordinary yellow Volkswagen.","2019-01-23","Gainesville, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Aquaman","PG-13","4.5","1:00p | 4:00p | 7:00p","Standard","Aquaman finds himself caught between a surface world that ravages the sea and the underwater Atlanteans who are ready to revolt.","2019-01-23","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Escape Room (2019)","PG-13","4","2:45p | 5:15p | 7:50p | 10:35p","Standard","Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.","2019-01-23","Belleview, FL"
"2830 Hwy 90 West, Lake City, FL 32055","UA Cinema 90 6","A Dog's Way Home","PG","4.5","1:10p | 4:15p | 7:25p","Standard","As a puppy, Bella finds her way into the arms of Lucas, a young man who gives her a good home. When Bella becomes separated from Lucas, she soon finds herself on an epic 400-mile journey to reunite with her beloved owner. Along the way, the lost but spirited dog touches the lives of an orphaned mountain lion, a down-on-his-luck veteran and some friendly strangers who happen to cross her path.","2019-01-23","Lake City, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","On the Basis of Sex","PG-13","4.5","9:00a | 11:45a | 2:30p | 5:15p | 8:00p","Standard","The film tells an inspiring and spirited true story that follows young lawyer Ruth Bader Ginsburg as she teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of gender discrimination. The feature will premiere in 2018 in line with Justice Ginsburg’s 25th anniversary on the Supreme Court.","2019-01-23","Belleview, FL"
"University of Florida, Gainesville, FL 32611","Reitz Union Cinema - U of Fl","","","","","","","2019-01-23","Gainesville, FL"
"50 S. Magnolia Ave., Ocala, FL 34471","Marion Theatre","Escape Room (2019)","PG-13","4","1:00p | 4:00p | 7:00p","Standard","Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.","2019-01-23","Ocala, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Glass (2019)","PG-13","4","3:30p | 5:00p | 7:00p | 8:20p | 10:15p | 4:15p | 7:40p | 10:50p","Standard","Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.","2019-01-23","High Springs, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Spider-Man: Into the Spider-Verse","PG","5","9:35a | 12:15p | 3:00p | 6:45p | 9:30p","Standard","Spider-Man mentors a teenager from Brooklyn, N.Y., to become the next web-slinging superhero.","2019-01-23","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Ralph Breaks the Internet","PG","4.5","3:25p","Standard","Ralph and Vanellope embark on an adventure inside the internet to find a spare part to fix a video game.","2019-01-23","Gainesville, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Sgt. Will Gardner","","5","9:35a | 12:30p | 3:20p | 6:15p","Standard","Sgt. Will Gardner tells the story about Iraq War veteran Will Gardner (Max Martini) who is suffering from a traumatic brain injury (TBI) he sustained during a bombing of him and his platoon while in combat. His injuries make it difficult for him to reintegrate into society. After a series of setbacks, he embarks on a spirited motorcycle journey across America with the goal to reunite with his son and along his journey, he tries to pick up the pieces of a life he’s lost since returning from combat. His PTSD causes frequent flashbacks to the Iraq War which he survives by having frequent conversations with Sam (Omari Hardwick),his best friend and war buddy.","2019-01-23","Belleview, FL"
"50 S. Magnolia Ave., Ocala, FL 34471","Marion Theatre","Escape Room (2019)","PG-13","4","1:00p | 4:00p | 7:00p","Standard","Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.","2019-01-23","Belleview, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Welcome to Marwen","PG-13","3.5","8:20a | 1:20p","Standard","No one expects Mark Hogancamp to recover from a devastating assault that wipes away all of his memories. Putting together pieces from the past and present, Mark meticulously creates a Belgian town and becomes a heroic World War II fighter pilot. His astonishing art installation soon comes to life with breathtakingly realistic dolls -- a testament to the most powerful women he knows. Through this fantasy world, Hogancamp finds the strength to triumph in the real world and face his attackers.","2019-01-23","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Spider-Man: Into the Spider-Verse","PG","5","1:25p | 4:15p | 7:00p | 9:50p","Standard","Spider-Man mentors a teenager from Brooklyn, N.Y., to become the next web-slinging superhero.","2019-01-23","High Springs, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Replicas","PG-13","3.5","10:00a | 1:00p | 3:30p | 6:00p | 8:30p","Standard","William Foster is a brilliant neuroscientist who loses his wife, son and two daughters in a tragic car accident. Utilizing cutting-edge technology, William comes up with a daring and unprecedented plan to download their memories and clone their bodies. As the experiment begins to spiral out of control, Foster soon finds himself at odds with his dubious boss, a reluctant accomplice, a police task force and the physical laws of science.","2019-01-23","The Villages, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Bumblebee","PG-13","4.5","4:00p | 7:00p","Standard","On the run in the year 1987, Bumblebee the Autobot seeks refuge in a junkyard in a small California beach town. Charlie, on the brink of turning 18 years old and trying to find her place in the world, soon discovers the battle-scarred and broken Bumblebee. When Charlie revives him, she quickly learns that this is no ordinary yellow Volkswagen.","2019-01-23","High Springs, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Bohemian Rhapsody","PG-13","5","5:30p | 9:15p","Standard","Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Surrounded by darker influences, Mercury decides to leave Queen years later to pursue a solo career. Diagnosed with AIDS in the 1980s, the flamboyant frontman reunites with the group for the benefit concert Live Aid -- leading the band in one of the greatest performances in rock history.","2019-01-23","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Glass (2019)","PG-13","4","3:50p | 7:00p | 9:55p","Standard","Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.","2019-01-23","High Springs, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Vice (2018)","R","3.5","9:40a | 12:35p | 3:30p | 6:30p | 9:25p","Standard","Gov. George W. Bush of Texas picks Dick Cheney, the CEO of Halliburton Co., to be his Republican running mate in the 2000 presidential election. No stranger to politics, Cheney's impressive résumé includes stints as White House chief of staff, House Minority Whip and defense secretary. When Bush wins by a narrow margin, Cheney begins to use his newfound power to help reshape the country and the world.","2019-01-23","Belleview, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Escape Room (2019)","PG-13","4","2:35p | 5:10p | 7:40p | 11:00p","Standard","Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.","2019-01-23","High Springs, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Replicas","PG-13","3.5","4:35p | 6:35p | 10:15p","Standard","William Foster is a brilliant neuroscientist who loses his wife, son and two daughters in a tragic car accident. Utilizing cutting-edge technology, William comes up with a daring and unprecedented plan to download their memories and clone their bodies. As the experiment begins to spiral out of control, Foster soon finds himself at odds with his dubious boss, a reluctant accomplice, a police task force and the physical laws of science.","2019-01-23","High Springs, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Spider-Man: Into the Spider-Verse","PG","5","1:40p | 4:20p","Standard","Spider-Man mentors a teenager from Brooklyn, N.Y., to become the next web-slinging superhero.","2019-01-23","Belleview, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Aquaman","PG-13","4.5","3:45p | 7:30p | 10:55p","Standard","Aquaman finds himself caught between a surface world that ravages the sea and the underwater Atlanteans who are ready to revolt.","2019-01-23","Gainesville, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","The Upside","PG-13","4.5","1:00p | 4:00p | 7:00p","Standard","Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom as Dell and Phillip rediscover the joy of living life to the fullest.","2019-01-23","Belleview, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Bohemian Rhapsody","PG-13","5","9:45a | 12:45p | 3:45p | 6:45p | 9:45p","Standard","Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Surrounded by darker influences, Mercury decides to leave Queen years later to pursue a solo career. Diagnosed with AIDS in the 1980s, the flamboyant frontman reunites with the group for the benefit concert Live Aid -- leading the band in one of the greatest performances in rock history.","2019-01-23","The Villages, FL"
"4850 S. Pine Ave., Ocala, FL 34480","Ocala Drive-In","","","","","","","2019-01-23","Ocala, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Ralph Breaks the Internet","PG","4.5","3:25p","Standard","Ralph and Vanellope embark on an adventure inside the internet to find a spare part to fix a video game.","2019-01-23","High Springs, FL"
"10845 SE US Highway 441, Belleview, FL 34420","Belleview Cinemas","Escape Room (2019)","PG-13","4","1:00p | 4:00p | 7:00p","Standard","Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.","2019-01-23","Belleview, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Aquaman","PG-13","4.5","1:00p | 4:00p | 7:00p","Standard","Aquaman finds himself caught between a surface world that ravages the sea and the underwater Atlanteans who are ready to revolt.","2019-01-23","Ocala, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Mary Queen of Scots (2018)","R","4","3:20p | 7:00p | 10:00p","Standard","“Mary Queen of Scots” explores the turbulent life of the charismatic Mary Stuart (Ronan). Queen of France at 16 and widowed at 18, Mary defies pressure to remarry. Instead, she returns to her native Scotland to reclaim her rightful throne. But Scotland and England fall under the rule of the compelling Elizabeth I (Robbie). Each young Queen beholds her “sister” in fear and fascination. Rivals in power and in love, and female regents in a masculine world, the two must decide how to play the game of marriage versus independence. Determined to rule as much more than a figurehead, Mary asserts her claim to the English throne, threatening Elizabeth’s sovereignty. Betrayal, rebellion, and conspiracies within each court imperil both thrones – and change the course of history.","2019-01-23","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Mary Queen of Scots (2018)","R","4","3:20p | 7:00p | 10:00p","Standard","“Mary Queen of Scots” explores the turbulent life of the charismatic Mary Stuart (Ronan). Queen of France at 16 and widowed at 18, Mary defies pressure to remarry. Instead, she returns to her native Scotland to reclaim her rightful throne. But Scotland and England fall under the rule of the compelling Elizabeth I (Robbie). Each young Queen beholds her “sister” in fear and fascination. Rivals in power and in love, and female regents in a masculine world, the two must decide how to play the game of marriage versus independence. Determined to rule as much more than a figurehead, Mary asserts her claim to the English throne, threatening Elizabeth’s sovereignty. Betrayal, rebellion, and conspiracies within each court imperil both thrones – and change the course of history.","2019-01-23","Ocala, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","The Upside","PG-13","4.5","9:45a | 12:35p | 3:30p | 6:45p | 9:30p","Standard","Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom as Dell and Phillip rediscover the joy of living life to the fullest.","2019-01-23","Belleview, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Green Book","PG-13","5","3:55p | 7:55p | 10:00p","Standard","Dr. Don Shirley is a world-class African-American pianist who's about to embark on a concert tour in the Deep South in 1962. In need of a driver and protection, Shirley recruits Tony Lip, a tough-talking bouncer from an Italian-American neighborhood in the Bronx. Despite their differences, the two men soon develop an unexpected bond while confronting racism and danger in an era of segregation.","2019-01-23","High Springs, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Mary Poppins Returns (2018)","PG","4.5","3:50p | 7:05p | 10:05p","Standard","Now an adult with three children, bank teller Michael Banks learns that his house will be repossessed in five days unless he can pay back a loan. His only hope is to find a missing certificate that shows proof of valuable shares that his father left him years earlier. Just as all seems lost, Michael and his sister receive the surprise of a lifetime when Mary Poppins -- the beloved nanny from their childhood -- arrives to save the day and take the Banks family on a magical, fun-filled adventure.","2019-01-23","Gainesville, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Vice (2018)","R","3.5","3:40p | 10:20p","Standard","Gov. George W. Bush of Texas picks Dick Cheney, the CEO of Halliburton Co., to be his Republican running mate in the 2000 presidential election. No stranger to politics, Cheney's impressive résumé includes stints as White House chief of staff, House Minority Whip and defense secretary. When Bush wins by a narrow margin, Cheney begins to use his newfound power to help reshape the country and the world.","2019-01-23","Belleview, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Aquaman","PG-13","4.5","10:15a | 1:05p | 4:00p | 6:50p","Standard","Aquaman finds himself caught between a surface world that ravages the sea and the underwater Atlanteans who are ready to revolt.","2019-01-23","The Villages, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Mary Poppins Returns (2018)","PG","4.5","3:50p | 6:50p | 10:00p","Standard","Now an adult with three children, bank teller Michael Banks learns that his house will be repossessed in five days unless he can pay back a loan. His only hope is to find a missing certificate that shows proof of valuable shares that his father left him years earlier. Just as all seems lost, Michael and his sister receive the surprise of a lifetime when Mary Poppins -- the beloved nanny from their childhood -- arrives to save the day and take the Banks family on a magical, fun-filled adventure.","2019-01-23","Gainesville, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Mary Poppins Returns (2018)","PG","4.5","10:20a | 1:40p | 4:05p | 7:20p","Standard","Now an adult with three children, bank teller Michael Banks learns that his house will be repossessed in five days unless he can pay back a loan. His only hope is to find a missing certificate that shows proof of valuable shares that his father left him years earlier. Just as all seems lost, Michael and his sister receive the surprise of a lifetime when Mary Poppins -- the beloved nanny from their childhood -- arrives to save the day and take the Banks family on a magical, fun-filled adventure.","2019-01-23","The Villages, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","On the Basis of Sex","PG-13","4.5","4:05p | 6:55p | 9:45p","Standard","The film tells an inspiring and spirited true story that follows young lawyer Ruth Bader Ginsburg as she teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of gender discrimination. The feature will premiere in 2018 in line with Justice Ginsburg’s 25th anniversary on the Supreme Court.","2019-01-23","High Springs, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Replicas","PG-13","3.5","6:35p","Standard","William Foster is a brilliant neuroscientist who loses his wife, son and two daughters in a tragic car accident. Utilizing cutting-edge technology, William comes up with a daring and unprecedented plan to download their memories and clone their bodies. As the experiment begins to spiral out of control, Foster soon finds himself at odds with his dubious boss, a reluctant accomplice, a police task force and the physical laws of science.","2019-01-23","The Villages, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Aquaman","PG-13","4.5","9:30a | 12:35p | 3:40p | 5:45p | 7:30p | 9:00p","Standard","Aquaman finds himself caught between a surface world that ravages the sea and the underwater Atlanteans who are ready to revolt.","2019-01-23","Belleview, FL"
"25 SE 2nd Place Street, Gainesville, FL 32601","Hippodrome State Theatre","","","","","","","2019-01-23","High Springs, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Mary Poppins Returns (2018)","PG","4.5","3:50p | 6:50p | 10:00p","Standard","Now an adult with three children, bank teller Michael Banks learns that his house will be repossessed in five days unless he can pay back a loan. His only hope is to find a missing certificate that shows proof of valuable shares that his father left him years earlier. Just as all seems lost, Michael and his sister receive the surprise of a lifetime when Mary Poppins -- the beloved nanny from their childhood -- arrives to save the day and take the Banks family on a magical, fun-filled adventure.","2019-01-23","High Springs, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Rust Creek","R","4","12:15p | 4:30p | 9:45p","Standard","An ordinary woman must summon extraordinary courage to survive a nightmare odyssey in this harrowing survival thriller. Sawyer (Hermione Corfield) is an ambitious, overachieving college senior with a seemingly bright future. While on her way to a job interview, a wrong turn leaves her stranded deep in the frozen Kentucky woods. Suddenly, the young woman with everything to live for finds herself facing her own mortality as she's punished by the elements and pursued by a band of ruthless outlaws. With nowhere left to run, she is forced into an uneasy alliance with Lowell (Jay Paulson), an enigmatic loner with shadowy intentions. Though she's not sure she can trust him, Sawyer must take a chance if she hopes to escape Rust Creek alive.","2019-01-23","The Villages, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Aquaman","PG-13","4.5","4:00p | 7:30p | 9:45p","Standard","Aquaman finds himself caught between a surface world that ravages the sea and the underwater Atlanteans who are ready to revolt.","2019-01-23","Ocala, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Bumblebee","PG-13","4.5","1:30p | 4:30p | 7:25p | 10:10p","Standard","On the run in the year 1987, Bumblebee the Autobot seeks refuge in a junkyard in a small California beach town. Charlie, on the brink of turning 18 years old and trying to find her place in the world, soon discovers the battle-scarred and broken Bumblebee. When Charlie revives him, she quickly learns that this is no ordinary yellow Volkswagen.","2019-01-23","High Springs, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Ralph Breaks the Internet","PG","4.5","2:45p | 5:20p | 10:55p","Standard","Ralph and Vanellope embark on an adventure inside the internet to find a spare part to fix a video game.","2019-01-23","High Springs, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Replicas","PG-13","3.5","2:10p | 5:20p | 8:00p | 10:40p","Standard","William Foster is a brilliant neuroscientist who loses his wife, son and two daughters in a tragic car accident. Utilizing cutting-edge technology, William comes up with a daring and unprecedented plan to download their memories and clone their bodies. As the experiment begins to spiral out of control, Foster soon finds himself at odds with his dubious boss, a reluctant accomplice, a police task force and the physical laws of science.","2019-01-23","Ocala, FL"
