"Location","Theatre","Movie","Movie_Rating","Star_Rating","Show_Times","Movie_Format","Synopsis","Date","Searched_City"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Bumblebee","PG-13","4.5","4:25p | 7:50p | 10:35p","Standard","On the run in the year 1987, Bumblebee the Autobot seeks refuge in a junkyard in a small California beach town. Charlie, on the brink of turning 18 years old and trying to find her place in the world, soon discovers the battle-scarred and broken Bumblebee. When Charlie revives him, she quickly learns that this is no ordinary yellow Volkswagen.","2019-01-23","High Springs, FL"
"10845 SE US Highway 441, Belleview, FL 34420","Belleview Cinemas","Spider-Man: Into the Spider-Verse","PG","5","1:00p | 4:00p | 7:00p","Standard","Spider-Man mentors a teenager from Brooklyn, N.Y., to become the next web-slinging superhero.","2019-01-23","The Villages, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Buffalo Boys","","3","10:45a | 1:45p | 4:20p | 10:20p","Standard","In 19th-century Java, a brutal massacre and the murder of Sultan Hamza by Captain Van Trach and his Dutch soldiers force Arana, Jamar and Suwo -- the sultan's brother and infant sons -- to flee the country, bringing them halfway around the world to the American Wild West. After working the railroads and learning the cowboy way of life, Arana tells the boys it's time to return to their homeland and avenge their father's death.","2019-01-23","The Villages, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","The Upside","PG-13","4.5","1:55p | 4:50p | 7:45p | 10:40p","Standard","Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom as Dell and Phillip rediscover the joy of living life to the fullest.","2019-01-23","Belleview, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Ralph Breaks the Internet","PG","4.5","2:45p","Standard","Ralph and Vanellope embark on an adventure inside the internet to find a spare part to fix a video game.","2019-01-23","High Springs, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","The Upside","PG-13","4.5","3:35p | 7:15p | 10:20p","Standard","Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom as Dell and Phillip rediscover the joy of living life to the fullest.","2019-01-23","High Springs, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Replicas","PG-13","3.5","1:00p | 4:00p","Standard","William Foster is a brilliant neuroscientist who loses his wife, son and two daughters in a tragic car accident. Utilizing cutting-edge technology, William comes up with a daring and unprecedented plan to download their memories and clone their bodies. As the experiment begins to spiral out of control, Foster soon finds himself at odds with his dubious boss, a reluctant accomplice, a police task force and the physical laws of science.","2019-01-23","Ocala, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Ralph Breaks the Internet","PG","4.5","2:45p","Standard","Ralph and Vanellope embark on an adventure inside the internet to find a spare part to fix a video game.","2019-01-23","Gainesville, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Ralph Breaks the Internet","PG","4.5","1:15p | 3:55p","Standard","Ralph and Vanellope embark on an adventure inside the internet to find a spare part to fix a video game.","2019-01-23","The Villages, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","The Mule (2018)","R","4","2:15p | 5:00p | 7:40p | 10:20p","Standard","Broke, alone and facing foreclosure on his business, 90-year-old horticulturist Earl Stone takes a job as a drug courier for a Mexican cartel. His immediate success leads to easy money and a larger shipment that soon draws the attention of hard-charging DEA agent Colin Bates. When Earl's past mistakes start to weigh heavily on his conscience, he must decide whether to right those wrongs before law enforcement and cartel thugs catch up to him.","2019-01-23","Ocala, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","The Upside","PG-13","4.5","10:45a | 3:45p | 4:45p | 6:30p | 7:45p | 1:45p","Standard","Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom as Dell and Phillip rediscover the joy of living life to the fullest.","2019-01-23","The Villages, FL"
"25 SE 2nd Place Street, Gainesville, FL 32601","Hippodrome State Theatre","","","","","","","2019-01-23","Gainesville, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","Aquaman","PG-13","4.5","3:45p | 7:30p | 10:55p","Standard","Aquaman finds himself caught between a surface world that ravages the sea and the underwater Atlanteans who are ready to revolt.","2019-01-23","High Springs, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Fantastic Beasts: The Crimes of Grindelwald","PG-13","4.5","3:35p | 6:40p | 9:45p","Standard","In an effort to thwart Grindelwald's plans of raising pure-blood wizards to rule over all non-magical beings, Albus Dumbledore enlists his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided world.","2019-01-23","High Springs, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Bumblebee","PG-13","4.5","11:10a | 2:05p | 4:55p | 7:45p","Standard","On the run in the year 1987, Bumblebee the Autobot seeks refuge in a junkyard in a small California beach town. Charlie, on the brink of turning 18 years old and trying to find her place in the world, soon discovers the battle-scarred and broken Bumblebee. When Charlie revives him, she quickly learns that this is no ordinary yellow Volkswagen.","2019-01-23","The Villages, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","The Favourite","R","3","8:50a | 2:20p | 7:40p | 10:20p","Standard","","2019-01-23","The Villages, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Bumblebee","PG-13","4.5","10:00a | 12:45p | 3:30p | 6:15p | 9:00p","Standard","On the run in the year 1987, Bumblebee the Autobot seeks refuge in a junkyard in a small California beach town. Charlie, on the brink of turning 18 years old and trying to find her place in the world, soon discovers the battle-scarred and broken Bumblebee. When Charlie revives him, she quickly learns that this is no ordinary yellow Volkswagen.","2019-01-23","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Aquaman","PG-13","4.5","4:00p | 7:30p | 9:45p","Standard","Aquaman finds himself caught between a surface world that ravages the sea and the underwater Atlanteans who are ready to revolt.","2019-01-23","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","The Mule (2018)","R","4","2:15p | 5:00p | 7:40p | 10:20p","Standard","Broke, alone and facing foreclosure on his business, 90-year-old horticulturist Earl Stone takes a job as a drug courier for a Mexican cartel. His immediate success leads to easy money and a larger shipment that soon draws the attention of hard-charging DEA agent Colin Bates. When Earl's past mistakes start to weigh heavily on his conscience, he must decide whether to right those wrongs before law enforcement and cartel thugs catch up to him.","2019-01-23","Belleview, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Replicas","PG-13","3.5","2:40p | 8:15p","Standard","William Foster is a brilliant neuroscientist who loses his wife, son and two daughters in a tragic car accident. Utilizing cutting-edge technology, William comes up with a daring and unprecedented plan to download their memories and clone their bodies. As the experiment begins to spiral out of control, Foster soon finds himself at odds with his dubious boss, a reluctant accomplice, a police task force and the physical laws of science.","2019-01-23","Gainesville, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","A Dog's Way Home","PG","4.5","8:30a | 11:10a | 1:35p | 4:20p | 6:45p | 9:30p","Standard","As a puppy, Bella finds her way into the arms of Lucas, a young man who gives her a good home. When Bella becomes separated from Lucas, she soon finds herself on an epic 400-mile journey to reunite with her beloved owner. Along the way, the lost but spirited dog touches the lives of an orphaned mountain lion, a down-on-his-luck veteran and some friendly strangers who happen to cross her path.","2019-01-23","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","The Upside","PG-13","4.5","1:00p | 4:00p | 7:00p | 9:55p","Standard","Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom as Dell and Phillip rediscover the joy of living life to the fullest.","2019-01-23","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Vice (2018)","R","3.5","1:10p | 4:05p | 6:25p | 9:25p","Standard","Gov. George W. Bush of Texas picks Dick Cheney, the CEO of Halliburton Co., to be his Republican running mate in the 2000 presidential election. No stranger to politics, Cheney's impressive résumé includes stints as White House chief of staff, House Minority Whip and defense secretary. When Bush wins by a narrow margin, Cheney begins to use his newfound power to help reshape the country and the world.","2019-01-23","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Mary Poppins Returns (2018)","PG","4.5","3:30p | 6:30p | 9:30p","Standard","Now an adult with three children, bank teller Michael Banks learns that his house will be repossessed in five days unless he can pay back a loan. His only hope is to find a missing certificate that shows proof of valuable shares that his father left him years earlier. Just as all seems lost, Michael and his sister receive the surprise of a lifetime when Mary Poppins -- the beloved nanny from their childhood -- arrives to save the day and take the Banks family on a magical, fun-filled adventure.","2019-01-23","High Springs, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Escape Room (2019)","PG-13","4","2:35p | 5:10p | 7:40p | 11:00p","Standard","Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.","2019-01-23","Gainesville, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Dragon Ball Super: Broly","PG","5","7:30p | 2:00p","Standard","A planet destroyed, a powerful race reduced to nothing. After the devastation of Planet Vegeta, three Saiyans were scattered among the stars, destined for different fates. While two found a home on Earth, the third was raised with a burning desire for vengeance and developed an unbelievable power. And the time for revenge has come. Destinies collide in a battle that will shake the universe to its very core! Goku is back to training hard so he can face the most powerful foes the universes have to offer, and Vegeta is keeping up right beside him. But when they suddenly find themselves against an unknown Saiyan, they discover a terrible, destructive force. Locked into battle with the formidable Broly, Goku and Vegeta face their most dangerous opponent yet!","2019-01-23","Ocala, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Dragon Ball Super: Broly","PG","5","7:30p | 10:05p","Standard","A planet destroyed, a powerful race reduced to nothing. After the devastation of Planet Vegeta, three Saiyans were scattered among the stars, destined for different fates. While two found a home on Earth, the third was raised with a burning desire for vengeance and developed an unbelievable power. And the time for revenge has come. Destinies collide in a battle that will shake the universe to its very core! Goku is back to training hard so he can face the most powerful foes the universes have to offer, and Vegeta is keeping up right beside him. But when they suddenly find themselves against an unknown Saiyan, they discover a terrible, destructive force. Locked into battle with the formidable Broly, Goku and Vegeta face their most dangerous opponent yet!","2019-01-23","High Springs, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Mary Queen of Scots (2018)","R","4","8:25a | 11:10a | 1:55p | 7:30p | 10:15p","Standard","“Mary Queen of Scots” explores the turbulent life of the charismatic Mary Stuart (Ronan). Queen of France at 16 and widowed at 18, Mary defies pressure to remarry. Instead, she returns to her native Scotland to reclaim her rightful throne. But Scotland and England fall under the rule of the compelling Elizabeth I (Robbie). Each young Queen beholds her “sister” in fear and fascination. Rivals in power and in love, and female regents in a masculine world, the two must decide how to play the game of marriage versus independence. Determined to rule as much more than a figurehead, Mary asserts her claim to the English throne, threatening Elizabeth’s sovereignty. Betrayal, rebellion, and conspiracies within each court imperil both thrones – and change the course of history.","2019-01-23","Belleview, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Mary Queen of Scots (2018)","R","4","5:20p | 10:20p","Standard","“Mary Queen of Scots” explores the turbulent life of the charismatic Mary Stuart (Ronan). Queen of France at 16 and widowed at 18, Mary defies pressure to remarry. Instead, she returns to her native Scotland to reclaim her rightful throne. But Scotland and England fall under the rule of the compelling Elizabeth I (Robbie). Each young Queen beholds her “sister” in fear and fascination. Rivals in power and in love, and female regents in a masculine world, the two must decide how to play the game of marriage versus independence. Determined to rule as much more than a figurehead, Mary asserts her claim to the English throne, threatening Elizabeth’s sovereignty. Betrayal, rebellion, and conspiracies within each court imperil both thrones – and change the course of history.","2019-01-23","Gainesville, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","The Mule (2018)","R","4","3:40p | 10:30p","Standard","Broke, alone and facing foreclosure on his business, 90-year-old horticulturist Earl Stone takes a job as a drug courier for a Mexican cartel. His immediate success leads to easy money and a larger shipment that soon draws the attention of hard-charging DEA agent Colin Bates. When Earl's past mistakes start to weigh heavily on his conscience, he must decide whether to right those wrongs before law enforcement and cartel thugs catch up to him.","2019-01-23","High Springs, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Celebration Pointe 10","A Dog's Way Home","PG","4.5","2:50p | 5:20p | 8:00p | 10:45p","Standard","As a puppy, Bella finds her way into the arms of Lucas, a young man who gives her a good home. When Bella becomes separated from Lucas, she soon finds herself on an epic 400-mile journey to reunite with her beloved owner. Along the way, the lost but spirited dog touches the lives of an orphaned mountain lion, a down-on-his-luck veteran and some friendly strangers who happen to cross her path.","2019-01-23","High Springs, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Second Act","PG-13","4","10:25a","Standard","Second Act is a comedy in the vein of Working Girl and Maid In Manhattan. Jennifer Lopez stars as Maya, a 40-year-old woman struggling with frustrations from unfulfilled dreams. Until, that is, she gets the chance to prove to Madison Avenue that street smarts are as valuable as book smarts, and that it is never too late for a Second Act.","2019-01-23","The Villages, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","The Mule (2018)","R","4","11:15a | 2:00p | 4:45p | 7:35p","Standard","Broke, alone and facing foreclosure on his business, 90-year-old horticulturist Earl Stone takes a job as a drug courier for a Mexican cartel. His immediate success leads to easy money and a larger shipment that soon draws the attention of hard-charging DEA agent Colin Bates. When Earl's past mistakes start to weigh heavily on his conscience, he must decide whether to right those wrongs before law enforcement and cartel thugs catch up to him.","2019-01-23","The Villages, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","The Mule (2018)","R","4","9:25a | 12:05p | 2:45p | 5:25p | 6:50p","Standard","Broke, alone and facing foreclosure on his business, 90-year-old horticulturist Earl Stone takes a job as a drug courier for a Mexican cartel. His immediate success leads to easy money and a larger shipment that soon draws the attention of hard-charging DEA agent Colin Bates. When Earl's past mistakes start to weigh heavily on his conscience, he must decide whether to right those wrongs before law enforcement and cartel thugs catch up to him.","2019-01-23","The Villages, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","A Dog's Way Home","PG","4.5","2:35p | 5:05p | 7:55p | 10:50p","Standard","As a puppy, Bella finds her way into the arms of Lucas, a young man who gives her a good home. When Bella becomes separated from Lucas, she soon finds herself on an epic 400-mile journey to reunite with her beloved owner. Along the way, the lost but spirited dog touches the lives of an orphaned mountain lion, a down-on-his-luck veteran and some friendly strangers who happen to cross her path.","2019-01-23","High Springs, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Escape Room (2019)","PG-13","4","11:00a | 4:00p","Standard","Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.","2019-01-23","Belleview, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","A Dog's Way Home","PG","4.5","8:30a | 11:10a | 1:35p | 4:20p | 6:45p | 9:30p","Standard","As a puppy, Bella finds her way into the arms of Lucas, a young man who gives her a good home. When Bella becomes separated from Lucas, she soon finds herself on an epic 400-mile journey to reunite with her beloved owner. Along the way, the lost but spirited dog touches the lives of an orphaned mountain lion, a down-on-his-luck veteran and some friendly strangers who happen to cross her path.","2019-01-23","The Villages, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","The Favourite","R","3","12:50p | 4:00p | 6:50p | 9:35p","Standard","","2019-01-23","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Creed II","PG-13","4.5","1:35p | 3:10p | 7:15p | 9:20p","Standard","Life has become a balancing act for Adonis Creed. Between personal obligations and training for his next big fight, he is up against the challenge of his life. Facing an opponent with ties to his family's past only intensifies his impending battle in the ring. Rocky Balboa is there by his side through it all and, together, Rocky and Adonis will confront their shared legacy, question what's worth fighting for, and discover that nothing's more important than family. Creed II is about going back to basics to rediscover what made you a champion in the first place, and remembering that, no matter where you go, you can't escape your history.","2019-01-23","High Springs, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Mary Poppins Returns (2018)","PG","4.5","3:25p | 6:45p | 10:45p","Standard","Now an adult with three children, bank teller Michael Banks learns that his house will be repossessed in five days unless he can pay back a loan. His only hope is to find a missing certificate that shows proof of valuable shares that his father left him years earlier. Just as all seems lost, Michael and his sister receive the surprise of a lifetime when Mary Poppins -- the beloved nanny from their childhood -- arrives to save the day and take the Banks family on a magical, fun-filled adventure.","2019-01-23","Ocala, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Glass (2019)","PG-13","4","3:55p | 4:25p | 6:50p | 7:20p | 10:00p | 10:25p","Standard","Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.","2019-01-23","High Springs, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Bumblebee","PG-13","4.5","4:35p | 7:20p | 10:05p","Standard","On the run in the year 1987, Bumblebee the Autobot seeks refuge in a junkyard in a small California beach town. Charlie, on the brink of turning 18 years old and trying to find her place in the world, soon discovers the battle-scarred and broken Bumblebee. When Charlie revives him, she quickly learns that this is no ordinary yellow Volkswagen.","2019-01-23","Ocala, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Bumblebee","PG-13","4.5","1:00p | 4:00p | 7:00p","Standard","On the run in the year 1987, Bumblebee the Autobot seeks refuge in a junkyard in a small California beach town. Charlie, on the brink of turning 18 years old and trying to find her place in the world, soon discovers the battle-scarred and broken Bumblebee. When Charlie revives him, she quickly learns that this is no ordinary yellow Volkswagen.","2019-01-23","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","A Dog's Way Home","PG","4.5","2:00p | 4:30p | 7:15p | 9:45p","Standard","As a puppy, Bella finds her way into the arms of Lucas, a young man who gives her a good home. When Bella becomes separated from Lucas, she soon finds herself on an epic 400-mile journey to reunite with her beloved owner. Along the way, the lost but spirited dog touches the lives of an orphaned mountain lion, a down-on-his-luck veteran and some friendly strangers who happen to cross her path.","2019-01-23","Belleview, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Glass (2019)","PG-13","4","10:15a | 11:45a | 1:15p | 2:45p | 4:15p | 5:45p | 7:15p","Standard","Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.","2019-01-23","The Villages, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","All These Small Moments","","","9:45a | 12:20p | 3:00p | 5:20p | 8:00p","Standard","A teenage boy is caught between his parents' unhappy marriage and the two female friends who entrance him, and he must find his way to adulthood with only himself as a guide.","2019-01-23","The Villages, FL"
"50 S. Magnolia Ave., Ocala, FL 34471","Marion Theatre","On the Basis of Sex","PG-13","4.5","1:00p | 4:00p | 7:00p","Standard","The film tells an inspiring and spirited true story that follows young lawyer Ruth Bader Ginsburg as she teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of gender discrimination. The feature will premiere in 2018 in line with Justice Ginsburg’s 25th anniversary on the Supreme Court.","2019-01-23","Ocala, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","Spider-Man: Into the Spider-Verse","PG","5","4:20p | 7:25p | 10:10p","Standard","Spider-Man mentors a teenager from Brooklyn, N.Y., to become the next web-slinging superhero.","2019-01-23","Gainesville, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Sgt. Will Gardner","","5","9:35a | 12:30p | 3:20p | 6:15p","Standard","Sgt. Will Gardner tells the story about Iraq War veteran Will Gardner (Max Martini) who is suffering from a traumatic brain injury (TBI) he sustained during a bombing of him and his platoon while in combat. His injuries make it difficult for him to reintegrate into society. After a series of setbacks, he embarks on a spirited motorcycle journey across America with the goal to reunite with his son and along his journey, he tries to pick up the pieces of a life he’s lost since returning from combat. His PTSD causes frequent flashbacks to the Iraq War which he survives by having frequent conversations with Sam (Omari Hardwick),his best friend and war buddy.","2019-01-23","The Villages, FL"
"University of Florida, Gainesville, FL 32611","Reitz Union Cinema - U of Fl","","","","","","","2019-01-23","High Springs, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Escape Room (2019)","PG-13","4","1:15p | 3:45p | 6:25p | 9:00p","Standard","Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.","2019-01-23","Gainesville, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Replicas","PG-13","3.5","10:00a | 1:00p | 3:30p | 6:00p | 8:30p","Standard","William Foster is a brilliant neuroscientist who loses his wife, son and two daughters in a tragic car accident. Utilizing cutting-edge technology, William comes up with a daring and unprecedented plan to download their memories and clone their bodies. As the experiment begins to spiral out of control, Foster soon finds himself at odds with his dubious boss, a reluctant accomplice, a police task force and the physical laws of science.","2019-01-23","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Holmes & Watson","PG-13","2","1:55p | 4:40p | 7:20p | 10:00p","Standard","A humorous take on Sir Arthur Conan Doyle's classic mysteries featuring Sherlock Holmes and Doctor Watson.","2019-01-23","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","Replicas","PG-13","3.5","4:35p | 6:35p | 10:15p","Standard","William Foster is a brilliant neuroscientist who loses his wife, son and two daughters in a tragic car accident. Utilizing cutting-edge technology, William comes up with a daring and unprecedented plan to download their memories and clone their bodies. As the experiment begins to spiral out of control, Foster soon finds himself at odds with his dubious boss, a reluctant accomplice, a police task force and the physical laws of science.","2019-01-23","Gainesville, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Second Act","PG-13","4","1:45p | 4:40p | 7:25p | 10:25p","Standard","Second Act is a comedy in the vein of Working Girl and Maid In Manhattan. Jennifer Lopez stars as Maya, a 40-year-old woman struggling with frustrations from unfulfilled dreams. Until, that is, she gets the chance to prove to Madison Avenue that street smarts are as valuable as book smarts, and that it is never too late for a Second Act.","2019-01-23","Ocala, FL"
"4850 S. Pine Ave., Ocala, FL 34480","Ocala Drive-In","","","","","","","2019-01-23","Belleview, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center 14","The Upside","PG-13","4.5","4:15p | 7:15p | 10:15p","Standard","Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom as Dell and Phillip rediscover the joy of living life to the fullest.","2019-01-23","High Springs, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Instant Family (2018)","PG-13","4.5","1:20p | 7:00p | 9:40p","Standard","When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child, but when they meet three siblings, including a rebellious 15-year-old girl, they find themselves speeding from zero to three kids overnight. Now, Pete and Ellie must try to learn the ropes of instant parenthood in the hope of becoming a family.","2019-01-23","The Villages, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","The Upside","PG-13","4.5","9:45a | 12:35p | 3:30p | 6:45p | 9:30p","Standard","Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom as Dell and Phillip rediscover the joy of living life to the fullest.","2019-01-23","The Villages, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Second Act","PG-13","4","9:30a | 12:00p | 2:30p | 5:00p | 9:00p","Standard","Second Act is a comedy in the vein of Working Girl and Maid In Manhattan. Jennifer Lopez stars as Maya, a 40-year-old woman struggling with frustrations from unfulfilled dreams. Until, that is, she gets the chance to prove to Madison Avenue that street smarts are as valuable as book smarts, and that it is never too late for a Second Act.","2019-01-23","Belleview, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Ben is Back","R","4","9:45a | 12:15p | 2:45p | 5:15p | 7:45p","Standard","19 year-old Ben Burns (Lucas Hedges) unexpectedly returns home to his family's suburban home on Christmas Eve morning. Ben’s mother, Holly (Julia Roberts), is relieved and welcoming but wary of her son staying clean. Over a turbulent 24 hours, new truths are revealed, and a mother's undying love for her son is tested as she does everything in her power to keep him safe. Ben is Back also stars Courtney B. Vance (The People V. O.J. Simpson: American Crime Story) and Kathryn Newton.","2019-01-23","The Villages, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park Stadium 16","The Favourite","R","3","12:50p | 4:00p | 6:50p | 9:35p","Standard","","2019-01-23","High Springs, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Escape Room (2019)","PG-13","4","2:45p | 5:15p | 7:50p | 10:35p","Standard","Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.","2019-01-23","Ocala, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","On the Basis of Sex","PG-13","4.5","9:00a | 11:45a | 2:30p | 5:15p | 8:00p","Standard","The film tells an inspiring and spirited true story that follows young lawyer Ruth Bader Ginsburg as she teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of gender discrimination. The feature will premiere in 2018 in line with Justice Ginsburg’s 25th anniversary on the Supreme Court.","2019-01-23","The Villages, FL"
"2830 Hwy 90 West, Lake City, FL 32055","UA Cinema 90 6","Aquaman","PG-13","4.5","3:50p | 6:50p","Standard","Aquaman finds himself caught between a surface world that ravages the sea and the underwater Atlanteans who are ready to revolt.","2019-01-23","Lake City, FL"
"101 W. Call St., Starke, FL 32091","Florida Twin","Escape Room (2019)","PG-13","4","7:30p","Standard","Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.","2019-01-23","Starke, FL"
"2830 Hwy 90 West, Lake City, FL 32055","UA Cinema 90 6","Escape Room (2019)","PG-13","4","4:20p | 7:30p","Standard","Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.","2019-01-23","Lake City, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood Stadium 16 & IMAX - Ocala","Glass (2019)","PG-13","4","4:00p | 7:30p | 10:30p","Standard","Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.","2019-01-23","Belleview, FL"
