"Location","Theatre","Movie","Movie_Rating","Star_Rating","Show_Times","Movie_Format","Synopsis","Date","Searched_City"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Aladdin (2019)","PG","4.5","1:00p | 4:00p | 7:00p | 9:45p","Standard","Aladdin is a lovable street urchin who meets Princess Jasmine, the beautiful daughter of the sultan of Agrabah. While visiting her exotic palace, Aladdin stumbles upon a magic oil lamp that unleashes a powerful, wisecracking, larger-than-life genie. As Aladdin and the genie start to become friends, they must soon embark on a dangerous mission to stop the evil sorcerer Jafar from overthrowing young Jasmine's kingdom.","2019-06-15","Belleview, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Godzilla: King of the Monsters (2019)","PG-13","4","12:35p | 3:50p | 7:10p | 10:20p","Standard","The new story follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species—thought to be mere myths—rise again, they all vie for supremacy, leaving humanity’s very existence hanging in the balance.","2019-06-14","Gainesville, FL"
"10845 SE US Highway 441, Belleview, FL 34420","Belleview Cinemas","Men in Black: International","PG-13","","1:00p | 4:00p | 7:00p","Standard","The Men in Black have always protected the Earth from the scum of the universe. Is this new adventure, they tackled the biggest, most global threat to date: a mole in the Men in Black organization.","2019-06-16","The Villages, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Men in Black: International","PG-13","","2:00p | 8:00p | 10:55p","Standard","The Men in Black have always protected the Earth from the scum of the universe. Is this new adventure, they tackled the biggest, most global threat to date: a mole in the Men in Black organization.","2019-06-15","Belleview, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","Dark Phoenix","PG-13","3.5","1:00p | 4:00p | 7:00p | 8:00p | 10:05p | 10:50p","Standard","This is the story of one of the X-Men's most beloved characters, Jean Grey, as she evolves into the iconic DARK PHOENIX. During a life-threatening rescue mission in space, Jean is hit by a cosmic force that transforms her into one of the most powerful mutants of all. Wrestling with this increasingly unstable power as well as her own personal demons, Jean spirals out of control, tearing the X-Men family apart and threatening to destroy the very fabric of our planet. The film is the most intense and emotional X-Men movie ever made. It is the culmination of 20 years of X-Men movies, as the family of mutants that we've come to know and love must face their most devastating enemy yet -- one of their own.","2019-06-14","High Springs, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","All is True","PG-13","4","9:20a | 2:05p | 6:50p","Standard","The year is 1613, and Shakespeare is acknowledged as the greatest writer of the age. But disaster strikes when his renowned Globe Theatre burns to the ground. Devastated, Shakespeare returns to Stratford, where he must face a troubled past and a neglected family. Haunted by the death of his only son, Hamnet, he struggles to mend the broken relationship with his wife and daughters. In so doing, he is ruthlessly forced to examine his own failings as a husband and father.","2019-06-16","Belleview, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","The Secret Life of Pets 2","PG","4.5","12:10p | 12:40p | 2:35p | 3:05p | 5:00p | 5:30p | 7:30p | 8:00p | 9:50p | 10:20p","Standard","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.","2019-06-14","Gainesville, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","The Secret Life of Pets 2","PG","4.5","12:00p | 12:30p | 1:30p | 2:15p | 2:45p | 3:45p | 4:35p | 5:05p | 6:30p | 7:05p | 7:30p | 9:00p | 9:30p | 9:55p","Standard","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.","2019-06-15","Ocala, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Shaft (2019)","R","","12:20p | 1:20p | 4:20p | 7:20p | 8:20p | 10:15p","Standard","John Shaft Jr. may be an FBI cyber security expert, but to uncover the truth behind his best friend's untimely death, he needs an education that only his dad can provide. Absent throughout his childhood, the legendary John Shaft agrees to help his son navigate the heroin-infested underbelly of Harlem, N.Y. Besides, the locked and loaded Shaft has his own score to settle -- both professional and personal.","2019-06-14","Gainesville, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Men in Black: International","PG-13","","1:00p | 1:45p | 4:45p | 7:00p | 7:45p | 10:35p","Standard","The Men in Black have always protected the Earth from the scum of the universe. Is this new adventure, they tackled the biggest, most global threat to date: a mole in the Men in Black organization.","2019-06-16","High Springs, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","The Secret Life of Pets 2","PG","4.5","12:15p | 4:45p | 9:15p","Digital 3D","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.","2019-06-14","The Villages, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Men in Black: International","PG-13","","1:00p | 4:00p | 7:00p | 10:00p","IMAX","The Men in Black have always protected the Earth from the scum of the universe. Is this new adventure, they tackled the biggest, most global threat to date: a mole in the Men in Black organization.","2019-06-14","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Men in Black: International","PG-13","","1:00p | 3:15p | 4:00p | 6:15p | 7:00p | 10:00p","Standard","The Men in Black have always protected the Earth from the scum of the universe. Is this new adventure, they tackled the biggest, most global threat to date: a mole in the Men in Black organization.","2019-06-16","Gainesville, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","The Tomorrow Man","PG-13","","9:00a | 1:30p | 6:00p","Standard","Ed Hemsler spends his life preparing for a disaster that may never come. Ronnie Meisner spends her life shopping for things she may never use. In a small town somewhere in America, these two people will try to find love while trying not to get lost in each other’s stuff.","2019-06-14","The Villages, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","The Biggest Little Farm","PG","4.5","9:30a | 11:45a | 2:00p | 4:20p | 8:50p","Standard","Two dreamers and a dog embark on an odyssey to bring harmony to their lives and to the land. As their plan to create perfect harmony takes a series of wild turns, they will have to reach a far greater understanding of the intricacies and wisdom of nature, and of life itself.","2019-06-16","The Villages, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","Godzilla: King of the Monsters (2019)","PG-13","4","12:20p | 4:20p | 7:35p | 10:40p","Standard","The new story follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species—thought to be mere myths—rise again, they all vie for supremacy, leaving humanity’s very existence hanging in the balance.","2019-06-15","High Springs, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Rocketman","R","4.5","1:25p | 4:25p | 7:25p | 10:25p","Standard","The epic musical story of Elton John, his breakthrough years and his transformation from shy piano prodigy to international superstar. Set to his most beloved songs, witness how a small-town boy became one of the most iconic figures in pop history.","2019-06-14","Gainesville, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","All is True","PG-13","4","9:20a | 2:05p | 6:50p","Standard","The year is 1613, and Shakespeare is acknowledged as the greatest writer of the age. But disaster strikes when his renowned Globe Theatre burns to the ground. Devastated, Shakespeare returns to Stratford, where he must face a troubled past and a neglected family. Haunted by the death of his only son, Hamnet, he struggles to mend the broken relationship with his wife and daughters. In so doing, he is ruthlessly forced to examine his own failings as a husband and father.","2019-06-14","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Godzilla: King of the Monsters (2019)","PG-13","4","12:40p | 3:55p | 7:15p | 10:20p","Standard","The new story follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species—thought to be mere myths—rise again, they all vie for supremacy, leaving humanity’s very existence hanging in the balance.","2019-06-16","Ocala, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","John Wick: Chapter 3 – Parabellum","R","4.5","12:50p | 3:20p | 6:10p | 10:05p","Standard","Super-Assassin John Wick (Keanu Reeves) is on the run after killing a member of the international assassin’s guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","2019-06-15","High Springs, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Aladdin (2019)","PG","4.5","4:20p","Digital 3D","Aladdin is a lovable street urchin who meets Princess Jasmine, the beautiful daughter of the sultan of Agrabah. While visiting her exotic palace, Aladdin stumbles upon a magic oil lamp that unleashes a powerful, wisecracking, larger-than-life genie. As Aladdin and the genie start to become friends, they must soon embark on a dangerous mission to stop the evil sorcerer Jafar from overthrowing young Jasmine's kingdom.","2019-06-16","Gainesville, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Booksmart","R","4","10:20a | 2:30p | 6:45p","Standard","Told from a wildly original, fresh and modern perspective, Booksmart is an unfiltered comedy about high school best friends and the bonds we create that last a lifetime. Capturing the spirit of our times, the film is a coming of age story for a new generation.","2019-06-16","The Villages, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","Godzilla: King of the Monsters (2019)","PG-13","4","12:20p | 4:20p | 7:35p | 10:40p","Standard","The new story follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species—thought to be mere myths—rise again, they all vie for supremacy, leaving humanity’s very existence hanging in the balance.","2019-06-14","High Springs, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","The Dead Don't Die","R","5","12:05p | 2:40p | 5:15p | 7:50p | 10:30p","Standard","In the sleepy small town of Centerville, something is not quite right. The moon hangs large and low in the sky, the hours of daylight are becoming unpredictable, and animals are beginning to exhibit unusual behaviors. News reports are scary, and scientists are concerned, but no one foresees the strangest and most dangerous repercussion that will soon start plaguing Centerville: the dead rise from their graves and feast on the living, and the citizens must battle to survive.","2019-06-15","Gainesville, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Avengers: Endgame (2019)","PG-13","5","1:20p | 5:15p | 9:40p","Standard","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","2019-06-14","Belleview, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Shaft (2019)","R","","11:00a | 1:15p | 4:30p | 7:15p | 10:15p","Standard","John Shaft Jr. may be an FBI cyber security expert, but to uncover the truth behind his best friend's untimely death, he needs an education that only his dad can provide. Absent throughout his childhood, the legendary John Shaft agrees to help his son navigate the heroin-infested underbelly of Harlem, N.Y. Besides, the locked and loaded Shaft has his own score to settle -- both professional and personal.","2019-06-14","The Villages, FL"
"2830 Hwy 90 West, Lake City, FL 32055","Regal UA Cinema 90","Shaft (2019)","R","","1:20p | 4:30p | 7:20p | 10:30p","Standard","John Shaft Jr. may be an FBI cyber security expert, but to uncover the truth behind his best friend's untimely death, he needs an education that only his dad can provide. Absent throughout his childhood, the legendary John Shaft agrees to help his son navigate the heroin-infested underbelly of Harlem, N.Y. Besides, the locked and loaded Shaft has his own score to settle -- both professional and personal.","2019-06-16","Lake City, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","5B","","","11:15a | 3:45p | 8:15p","Standard","At the heart of the HIV/AIDs crisis and wide spread hysteria, a simple number and letter designated a ward on the fifth floor of San Francisco General Hospital, the first in the country designed specifically to deal with AIDS patients. The unit’s nurses’ emphasis on humanity and consideration of holistic well-being was a small miracle in the midst of a devastating crisis and the ensuing panic about risk and infection. The story of 5B is stirringly told through first-person testimony of the nurses who built it, their patients, loved ones, and the hospital staff who volunteered, resulting in a bittersweet and moving monument to a pivotal moment in epidemiology and a celebration of quiet heroes worthy of remembrance and renewed recognition.","2019-06-14","The Villages, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Men in Black: International","PG-13","","2:00p | 8:00p | 10:55p","Standard","The Men in Black have always protected the Earth from the scum of the universe. Is this new adventure, they tackled the biggest, most global threat to date: a mole in the Men in Black organization.","2019-06-15","Ocala, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","John Wick: Chapter 3 – Parabellum","R","4.5","12:50p | 3:50p | 7:20p | 10:35p","Standard","Super-Assassin John Wick (Keanu Reeves) is on the run after killing a member of the international assassin’s guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","2019-06-14","High Springs, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Loopers: The Caddie's Long Walk","PG","","12:20p | 3:45p | 5:05p","Standard","Centuries old and enjoyed by millions, golf is more than a sport. Loopers: The Caddie's Long Walk explores the bond between golfer and caddie. Featuring never before seen stories, Loopers is an account of golf like you've never seen before.","2019-06-15","The Villages, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Bharat (2019)","","3.5","3:15p | 9:40p","Standard","‘Bharat’ is a journey of a man and a nation together. At the cusp of India’s birth as an Independent nation, a family makes an arduous journey to freedom at a cost. A young boy Bharat, makes a promise to his Father that he will keep his family together no matter what - a promise that he keeps over the next 60 years of his life, despite each decade throwing a new set of challenges at him – some humorous, some thrilling, some romantic while some life-threatening. His resilience, loyalty and a never dying spirit, mirrors the fundamental qualities of India – Bharat ! Bharat is an entertaining and endearing film about a man’s life journey of fear, hope, love, family and sacrifice, to fulfill a promise made to his father.","2019-06-15","Gainesville, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","The Secret Life of Pets 2","PG","4.5","12:00p | 12:30p | 2:30p | 3:05p | 4:50p | 5:25p | 7:30p | 9:50p","Standard","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.","2019-06-16","High Springs, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","The Secret Life of Pets 2","PG","4.5","9:30a | 11:40a | 1:50p | 4:00p | 6:15p | 8:30p","Standard","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.","2019-06-14","The Villages, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Rocketman","R","4.5","9:30a | 12:15p | 3:00p | 4:30p | 6:00p | 8:45p | 9:30p","Standard","The epic musical story of Elton John, his breakthrough years and his transformation from shy piano prodigy to international superstar. Set to his most beloved songs, witness how a small-town boy became one of the most iconic figures in pop history.","2019-06-14","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Godzilla: King of the Monsters (2019)","PG-13","4","12:40p | 3:55p | 7:15p | 10:20p","Standard","The new story follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species—thought to be mere myths—rise again, they all vie for supremacy, leaving humanity’s very existence hanging in the balance.","2019-06-15","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Godzilla: King of the Monsters (2019)","PG-13","4","12:15p | 3:55p | 6:55p | 9:45p","Standard","The new story follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species—thought to be mere myths—rise again, they all vie for supremacy, leaving humanity’s very existence hanging in the balance.","2019-06-15","Gainesville, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","The Biggest Little Farm","PG","4.5","9:30a | 11:45a | 2:00p | 4:20p | 8:50p","Standard","Two dreamers and a dog embark on an odyssey to bring harmony to their lives and to the land. As their plan to create perfect harmony takes a series of wild turns, they will have to reach a far greater understanding of the intricacies and wisdom of nature, and of life itself.","2019-06-14","The Villages, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Men in Black: International","PG-13","","11:15a | 1:50p | 5:10p | 7:45p | 9:00p","Standard","The Men in Black have always protected the Earth from the scum of the universe. Is this new adventure, they tackled the biggest, most global threat to date: a mole in the Men in Black organization.","2019-06-14","The Villages, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","The Tomorrow Man","PG-13","","9:00a | 1:30p","Standard","Ed Hemsler spends his life preparing for a disaster that may never come. Ronnie Meisner spends her life shopping for things she may never use. In a small town somewhere in America, these two people will try to find love while trying not to get lost in each other’s stuff.","2019-06-16","The Villages, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Changeland","R","","12:50a | 2:45p | 9:15p","Standard","","2019-06-15","The Villages, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Dark Phoenix","PG-13","3.5","12:35p | 3:40p | 6:50p | 9:35p","Standard","This is the story of one of the X-Men's most beloved characters, Jean Grey, as she evolves into the iconic DARK PHOENIX. During a life-threatening rescue mission in space, Jean is hit by a cosmic force that transforms her into one of the most powerful mutants of all. Wrestling with this increasingly unstable power as well as her own personal demons, Jean spirals out of control, tearing the X-Men family apart and threatening to destroy the very fabric of our planet. The film is the most intense and emotional X-Men movie ever made. It is the culmination of 20 years of X-Men movies, as the family of mutants that we've come to know and love must face their most devastating enemy yet -- one of their own.","2019-06-16","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Men in Black: International","PG-13","","5:00p","Digital 3D","The Men in Black have always protected the Earth from the scum of the universe. Is this new adventure, they tackled the biggest, most global threat to date: a mole in the Men in Black organization.","2019-06-16","Ocala, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Avengers: Endgame (2019)","PG-13","5","1:20p | 5:15p | 9:40p","Standard","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","2019-06-16","Ocala, FL"
"University of Florida, Gainesville, FL 32611","Reitz Union Cinema - U of Fl","","","","","","","2019-06-16","High Springs, FL"
"University of Florida, Gainesville, FL 32611","Reitz Union Cinema - U of Fl","","","","","","","2019-06-14","Gainesville, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","The Secret Life of Pets 2","PG","4.5","12:00p | 12:30p | 2:30p | 3:05p | 4:50p | 5:25p | 7:30p | 9:50p","Standard","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.","2019-06-16","Gainesville, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Godzilla: King of the Monsters (2019)","PG-13","4","12:40p | 3:55p | 7:15p | 10:20p","Standard","The new story follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species—thought to be mere myths—rise again, they all vie for supremacy, leaving humanity’s very existence hanging in the balance.","2019-06-16","Belleview, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","All is True","PG-13","4","9:20a | 2:05p | 6:50p","Standard","The year is 1613, and Shakespeare is acknowledged as the greatest writer of the age. But disaster strikes when his renowned Globe Theatre burns to the ground. Devastated, Shakespeare returns to Stratford, where he must face a troubled past and a neglected family. Haunted by the death of his only son, Hamnet, he struggles to mend the broken relationship with his wife and daughters. In so doing, he is ruthlessly forced to examine his own failings as a husband and father.","2019-06-16","The Villages, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Ma (2019)","R","3.5","12:25a | 12:45p | 4:20p | 7:45p | 10:05p","Standard","A lonely middle-aged woman befriends some teenagers and decides to let them party in the basement of her home. But there are some house rules: One of the kids has to stay sober, don't curse, and never go upstairs. They must also refer to her as Ma. But as Ma's hospitality starts to curdle into obsession, what began as a teenage dream turns into a terrorizing nightmare, and Ma's place goes from the best place in town to the worst place on Earth.","2019-06-15","The Villages, FL"
"50 S. Magnolia Ave., Ocala, FL 34471","Marion Theatre","Men in Black: International","PG-13","","1:00p | 4:00p | 7:00p","Standard","The Men in Black have always protected the Earth from the scum of the universe. Is this new adventure, they tackled the biggest, most global threat to date: a mole in the Men in Black organization.","2019-06-16","Belleview, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","Aladdin (2019)","PG","4.5","12:15p | 3:25p | 6:30p | 9:35p","Standard","Aladdin is a lovable street urchin who meets Princess Jasmine, the beautiful daughter of the sultan of Agrabah. While visiting her exotic palace, Aladdin stumbles upon a magic oil lamp that unleashes a powerful, wisecracking, larger-than-life genie. As Aladdin and the genie start to become friends, they must soon embark on a dangerous mission to stop the evil sorcerer Jafar from overthrowing young Jasmine's kingdom.","2019-06-16","Gainesville, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","Men in Black: International","PG-13","","12:40p | 3:40p | 6:40p | 1:10p | 4:10p | 7:10p | 10:10p","Standard","The Men in Black have always protected the Earth from the scum of the universe. Is this new adventure, they tackled the biggest, most global threat to date: a mole in the Men in Black organization.","2019-06-16","High Springs, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","The Dead Don't Die","R","5","12:05p | 2:40p | 5:15p | 7:50p | 10:30p","Standard","In the sleepy small town of Centerville, something is not quite right. The moon hangs large and low in the sky, the hours of daylight are becoming unpredictable, and animals are beginning to exhibit unusual behaviors. News reports are scary, and scientists are concerned, but no one foresees the strangest and most dangerous repercussion that will soon start plaguing Centerville: the dead rise from their graves and feast on the living, and the citizens must battle to survive.","2019-06-14","High Springs, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Godzilla: King of the Monsters (2019)","PG-13","4","1:00p | 4:00p | 7:00p | 9:45p","Standard","The new story follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species—thought to be mere myths—rise again, they all vie for supremacy, leaving humanity’s very existence hanging in the balance.","2019-06-15","Belleview, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Dark Phoenix","PG-13","3.5","1:00p | 4:00p | 7:00p | 9:45p","Standard","This is the story of one of the X-Men's most beloved characters, Jean Grey, as she evolves into the iconic DARK PHOENIX. During a life-threatening rescue mission in space, Jean is hit by a cosmic force that transforms her into one of the most powerful mutants of all. Wrestling with this increasingly unstable power as well as her own personal demons, Jean spirals out of control, tearing the X-Men family apart and threatening to destroy the very fabric of our planet. The film is the most intense and emotional X-Men movie ever made. It is the culmination of 20 years of X-Men movies, as the family of mutants that we've come to know and love must face their most devastating enemy yet -- one of their own.","2019-06-14","Ocala, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Late Night (2019)","R","4.5","9:30a | 12:00p | 2:25p | 7:45p | 9:15p","Standard","A late-night talk show host's world is turned upside down when she hires her first and only female staff writer. Originally intended to smooth over diversity concerns, her decision brings about unexpectedly hilarious consequences as the two women who are separated by culture and generation become united by their love of a biting punchline.","2019-06-14","The Villages, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Pokémon Detective Pikachu","PG","4.5","12:25p | 6:50p","Standard","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-06-14","High Springs, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Godzilla: King of the Monsters (2019)","PG-13","4","12:40p | 3:55p | 7:15p | 10:20p","Standard","The new story follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species—thought to be mere myths—rise again, they all vie for supremacy, leaving humanity’s very existence hanging in the balance.","2019-06-14","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Pokémon Detective Pikachu","PG","4.5","1:05p | 3:50p | 6:55p | 9:50p","Standard","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-06-14","Ocala, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Rocketman","R","4.5","12:55p | 4:15p | 7:25p | 10:30p","Standard","The epic musical story of Elton John, his breakthrough years and his transformation from shy piano prodigy to international superstar. Set to his most beloved songs, witness how a small-town boy became one of the most iconic figures in pop history.","2019-06-16","Ocala, FL"
