"Location","Theatre","Movie","Movie_Rating","Star_Rating","Show_Times","Movie_Format","Synopsis","Date","Searched_City"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","The Upside","PG-13","4.5","12:10p | 3:00p | 8:15p","Standard","Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom as Dell and Phillip rediscover the joy of living life to the fullest.","2019-05-16","The Villages, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Pet Sematary (2019)","R","3.5","10:00a | 4:30p","Standard","Dr. Louis Creed and his wife, Rachel, relocate from Boston to rural Maine with their two young children. The couple soon discover a mysterious burial ground hidden deep in the woods near their new home. When tragedy strikes, Louis turns to his neighbor Jud Crandall, setting off a perilous chain reaction that unleashes an unspeakable evil with horrific consequences.","2019-05-16","The Villages, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Body at Brighton Rock","R","","9:45a | 2:30p | 4:40p | 6:50p","Standard","Wendy, a part-time summer employee at a mountainous state park, takes on a rough trail assignment at the end of the season, trying to prove to her friends that she's capable enough to do the job. When she takes a wrong turn and ends up deep in the backcountry, she stumbles upon what might be a potential crime scene. Stuck with no communication after losing her radio and with orders to guard the site, Wendy must fight the urge to run.","2019-05-16","Belleview, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Tolkien","PG-13","4.5","9:20a | 12:00p | 5:00p | 8:00p","Standard","As a young student, J.R.R. Tolkien finds love, friendship and artistic inspiration among a group of fellow outcasts. Their brotherhood soon strengthens as Tolkien weathers the storm of a tumultuous courtship with Edith Bratt and the outbreak of World War I. These early life experiences later inspire the budding author to write the classic fantasy novels ""The Hobbit"" and ""The Lord of the Rings.""","2019-05-16","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Captain Marvel (2019)","PG-13","4.5","4:45p | 7:40p | 10:35p","Standard","Captain Marvel is an extraterrestrial Kree warrior who finds herself caught in the middle of an intergalactic battle between her people and the Skrulls. Living on Earth in 1995, she keeps having recurring memories of another life as U.S. Air Force pilot Carol Danvers. With help from Nick Fury, Captain Marvel tries to uncover the secrets of her past while harnessing her special superpowers to end the war with the evil Skrulls.","2019-05-16","Belleview, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","The Intruder (2019)","PG-13","4","4:15p | 10:10p","Standard","A psychological thriller about a young married couple who buys a beautiful Napa Valley house on several acres of land only to find that the man they bought it from refuses to let go of the property.","2019-05-16","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Avengers: Endgame (2019)","PG-13","5","4:30p | 8:30p","Digital 3D","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","2019-05-16","High Springs, FL"
"50 S. Magnolia Ave., Ocala, FL 34471","Marion Theatre","Avengers: Endgame (2019)","PG-13","5","12:30p | 4:00p | 7:30p","Standard","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","2019-05-16","Belleview, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","A Dog's Journey","PG","","6:00p","Standard","Bailey is living the good life on the Michigan farm of his boy, Ethan and Ethan's wife Hannah. He even has a new playmate: Ethan and Hannah's baby granddaughter, CJ. The problem is that CJ's mom, Gloria, decides to take CJ away. As Bailey's soul prepares to leave this life for a new one, he makes a promise to Ethan to find CJ and protect her at any cost. Thus begins Bailey's adventure through many lives filled with love, friendship, and devotion.","2019-05-16","The Villages, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Pokémon Detective Pikachu","PG","4.5","5:15p | 7:55p | 10:30p","Standard","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-05-16","Gainesville, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","The Sun Is Also a Star","PG-13","","4:00p | 7:15p | 10:10p","Standard","College-bound romantic Daniel Bae and Jamaica-born pragmatist Natasha Kingsley meet—and fall for each other—over one magical day amidst the fervor and flurry of New York City. Sparks immediately fly between these two strangers, who might never have met had fate not given them a little push. But will fate be enough to take these teens from star-crossed to lucky in love? With just hours left on the clock in what looks to be her last day in the U.S., Natasha is fighting against her family’s deportation as fiercely as she’s fighting her budding feelings for Daniel, who is working just as hard to convince her they are destined to be together.","2019-05-16","Gainesville, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","A Dog's Journey","PG","","6:00p | 8:30p","Standard","Bailey is living the good life on the Michigan farm of his boy, Ethan and Ethan's wife Hannah. He even has a new playmate: Ethan and Hannah's baby granddaughter, CJ. The problem is that CJ's mom, Gloria, decides to take CJ away. As Bailey's soul prepares to leave this life for a new one, he makes a promise to Ethan to find CJ and protect her at any cost. Thus begins Bailey's adventure through many lives filled with love, friendship, and devotion.","2019-05-16","Belleview, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","The Hustle (2019)","PG-13","3.5","2:40p | 5:10p | 7:40p | 10:10p","Standard","","2019-05-16","High Springs, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","A Dog's Journey","PG","","6:00p | 9:15p","Standard","Bailey is living the good life on the Michigan farm of his boy, Ethan and Ethan's wife Hannah. He even has a new playmate: Ethan and Hannah's baby granddaughter, CJ. The problem is that CJ's mom, Gloria, decides to take CJ away. As Bailey's soul prepares to leave this life for a new one, he makes a promise to Ethan to find CJ and protect her at any cost. Thus begins Bailey's adventure through many lives filled with love, friendship, and devotion.","2019-05-16","Ocala, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Missing Link (2019)","PG","4","9:30a | 11:45a | 1:45p","Standard","Tired of living a solitary life in the Pacific Northwest, Mr. Link -- 8 feet tall and covered in fur -- recruits fearless explorer Sir Lionel Frost to guide him on a journey to find his long-lost relatives in the fabled valley of Shangri-La. Along with adventurer Adelina Fortnight, the trio encounters their fair share of peril as they travel to the far reaches of the world. Through it all, they learn that sometimes one can find a family in the places one least expects.","2019-05-16","The Villages, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","Pokémon Detective Pikachu","PG","4.5","9:30p","Digital 3D","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-05-16","High Springs, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Tolkien","PG-13","4.5","3:40p | 6:30p | 9:20p","Standard","As a young student, J.R.R. Tolkien finds love, friendship and artistic inspiration among a group of fellow outcasts. Their brotherhood soon strengthens as Tolkien weathers the storm of a tumultuous courtship with Edith Bratt and the outbreak of World War I. These early life experiences later inspire the budding author to write the classic fantasy novels ""The Hobbit"" and ""The Lord of the Rings.""","2019-05-16","Belleview, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Charlie Says","R","","10:00a | 4:15p | 9:30p","Standard","Years after the shocking murders that made the name Charles Manson synonymous with pure evil, the three women who killed for him—Leslie Van Houten (Hannah Murray), Patricia Krenwinkel (Sosie Bacon), and Susan Atkins (Marianne Rendón)—remain under the spell of the infamous cult leader (Matt Smith). Confined to an isolated cellblock in a California penitentiary, the trio seem destined to live out the rest of their lives under the delusion that their crimes were part of a cosmic plan—until empathetic graduate student Karlene Faith (Merritt Wever) is enlisted to rehabilitate them. Convinced the prisoners are not the inhuman monsters the world believes them to be, Karlene begins the arduous process of breaking down the psychological barriers erected by Manson. But are the women ready to confront the horror of what they did?","2019-05-16","The Villages, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Pokémon Detective Pikachu","PG","4.5","1:15p | 3:55p | 6:40p","Standard","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-05-16","High Springs, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","The Hustle (2019)","PG-13","3.5","2:35p | 5:05p | 7:40p | 10:15p","Standard","","2019-05-16","Gainesville, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Avengers: Endgame (2019)","PG-13","5","3:55p | 9:25p","Digital 3D","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","2019-05-16","High Springs, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Red Joan","R","4","9:15a | 12:35p | 3:00p | 7:30p","Standard","Joan Stanley (Judi Dench) is a widow living out a quiet retirement in the suburbs when, shockingly, the British Secret Service places her under arrest. The charge: providing classified scientific information—including details on the building of the atomic bomb—to the Soviet government for decades. As she is interrogated, Joan relives the dramatic events that shaped her life and beliefs: her student days at Cambridge, where she excelled at physics while challenging deep-seated sexism; her tumultuous love affair with a dashing political radical (Tom Hughes); and the devastation of World War II, which inspired her to risk everything in pursuit of peace. Based on a sensational true story, Red Joan vividly brings to life the conflicts—between patriotism and idealism, love and duty, courage and betrayal—of a woman who spent a lifetime being underestimated while quietly changing the course of history. Sophie Cookson costars.","2019-05-16","The Villages, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Captain Marvel (2019)","PG-13","4.5","9:30a | 12:15p | 3:00p | 5:45p | 8:30p","Standard","Captain Marvel is an extraterrestrial Kree warrior who finds herself caught in the middle of an intergalactic battle between her people and the Skrulls. Living on Earth in 1995, she keeps having recurring memories of another life as U.S. Air Force pilot Carol Danvers. With help from Nick Fury, Captain Marvel tries to uncover the secrets of her past while harnessing her special superpowers to end the war with the evil Skrulls.","2019-05-16","The Villages, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","The Sun Is Also a Star","PG-13","","4:00p | 6:35p | 9:15p","Standard","College-bound romantic Daniel Bae and Jamaica-born pragmatist Natasha Kingsley meet—and fall for each other—over one magical day amidst the fervor and flurry of New York City. Sparks immediately fly between these two strangers, who might never have met had fate not given them a little push. But will fate be enough to take these teens from star-crossed to lucky in love? With just hours left on the clock in what looks to be her last day in the U.S., Natasha is fighting against her family’s deportation as fiercely as she’s fighting her budding feelings for Daniel, who is working just as hard to convince her they are destined to be together.","2019-05-16","High Springs, FL"
"2830 Hwy 90 West, Lake City, FL 32055","Regal UA Cinema 90","Avengers: Endgame (2019)","PG-13","5","2:30p | 3:10p | 6:45p","Standard","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","2019-05-16","Lake City, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Hotel Mumbai","R","4.5","9:45a | 2:00p | 4:45p | 6:45p","Standard","A gripping true story of humanity and heroism, HOTEL MUMBAI vividly recounts the 2008 siege of the famed Taj Hotel by a group of terrorists in Mumbai, India. Among the dedicated hotel staff is the renowned chef Hemant Oberoi (Anupam Kher) and a waiter (Academy Award-Nominee Dev Patel, Slumdog Millionaire) who choose to risk their lives to protect their guests. As the world watches on, a desperate couple (Armie Hammer, Call Me By Your Name and Nazanin Boniadi, “Homeland"") is forced to make unthinkable sacrifices to protect their newborn child.","2019-05-16","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","The Hustle (2019)","PG-13","3.5","2:25p | 5:00p | 7:35p | 10:10p","Standard","","2019-05-16","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Pokémon Detective Pikachu","PG","4.5","4:00p","Digital 3D","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-05-16","Belleview, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","The River and the Wall","","4.5","9:30a | 12:00p | 4:45p","Standard","","2019-05-16","The Villages, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Amazing Grace (2019)","","4.5","11:45a | 2:45p | 7:35p","Standard","A documentary presenting the live recording of Aretha Franklin's album Amazing Grace at The New Bethel Baptist Church in Watts, Los Angeles in January 1972.","2019-05-16","The Villages, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Little (2019)","PG-13","4","3:15p | 6:05p | 9:05p","Standard","Jordan is a take-no-prisoners tech mogul who torments her long-suffering assistant, April, and the rest of her employees on a daily basis. She soon faces an unexpected threat to her personal life and career when she magically transforms into a 13-year-old version of herself right before a do-or-die presentation. Jordan will now need to rely on April more than ever -- if April is willing to stop treating Jordan like a 13-year-old child who has an attitude problem.","2019-05-16","High Springs, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","The Hustle (2019)","PG-13","3.5","2:40p | 5:10p | 7:40p | 10:10p","Standard","","2019-05-16","Gainesville, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","The Intruder (2019)","PG-13","4","9:15a | 11:40a | 4:25p | 7:00p | 9:25p","Standard","A psychological thriller about a young married couple who buys a beautiful Napa Valley house on several acres of land only to find that the man they bought it from refuses to let go of the property.","2019-05-16","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Pokémon Detective Pikachu","PG","4.5","1:15p | 3:55p | 6:40p","Standard","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-05-16","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Poms","PG-13","4","2:25p | 4:50p | 7:30p | 10:00p","Standard","Martha is an introverted woman who moves to a retirement community that has shuffleboard, golf, bowling and other activities. Hoping to be left alone, she meets Sheryl, a fun-loving neighbor who insists that they become best pals. After coming out of her shell, Martha and her new friend decide to form a cheerleading squad with their fellow residents. As the two women hold auditions, they soon learn that it's never too late to follow your dreams, even when the odds are stacked against you.","2019-05-16","High Springs, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Poms","PG-13","4","2:40p | 5:00p | 5:05p | 10:35p","Standard","Martha is an introverted woman who moves to a retirement community that has shuffleboard, golf, bowling and other activities. Hoping to be left alone, she meets Sheryl, a fun-loving neighbor who insists that they become best pals. After coming out of her shell, Martha and her new friend decide to form a cheerleading squad with their fellow residents. As the two women hold auditions, they soon learn that it's never too late to follow your dreams, even when the odds are stacked against you.","2019-05-16","High Springs, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","UglyDolls","PG","4","3:35p | 5:45p | 8:00p | 10:10p","Standard","Unconventionality rules in UGLYDOLLS, the new animated musical adventure set in the adorably different town of Uglyville, where weird is celebrated, strange is special and beauty is embraced as more than simply meets the eye.","2019-05-16","High Springs, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","John Wick: Chapter 3 – Parabellum","R","","7:00p | 7:30p | 7:50p","Standard","Super-Assassin John Wick (Keanu Reeves) is on the run after killing a member of the international assassin’s guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","2019-05-16","The Villages, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Breakthrough (2019)","PG","4.5","9:35a | 12:15p | 3:00p | 5:40p | 8:20p","Standard","BREAKTHROUGH is based on the inspirational true story of one mother's unfaltering love in the face of impossible odds. When Joyce Smith's adopted son John falls through an icy Missouri lake, all hope seems lost. But as John lies lifeless, Joyce refuses to give up. Her steadfast belief inspires those around her to continue to pray for John's recovery, even in the face of every case history and scientific prediction. From producer DeVon Franklin (Miracles from Heaven) and adapted for the screen by Grant Nieporte (Seven Pounds) from Joyce Smith's own book, BREAKTHROUGH is an enthralling reminder that faith and love can create a mountain of hope, and sometimes even a miracle.","2019-05-16","Belleview, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","Tolkien","PG-13","4.5","11:20a | 2:05p | 4:45p","Standard","As a young student, J.R.R. Tolkien finds love, friendship and artistic inspiration among a group of fellow outcasts. Their brotherhood soon strengthens as Tolkien weathers the storm of a tumultuous courtship with Edith Bratt and the outbreak of World War I. These early life experiences later inspire the budding author to write the classic fantasy novels ""The Hobbit"" and ""The Lord of the Rings.""","2019-05-16","The Villages, FL"
"25 SE 2nd Place Street, Gainesville, FL 32601","Hippodrome State Theatre","","","","","","","2019-05-16","High Springs, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","The Hustle (2019)","PG-13","3.5","2:40p | 5:15p | 7:50p | 10:25p","Standard","","2019-05-16","Gainesville, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","The Intruder (2019)","PG-13","4","1:00p | 4:00p | 7:00p","Standard","A psychological thriller about a young married couple who buys a beautiful Napa Valley house on several acres of land only to find that the man they bought it from refuses to let go of the property.","2019-05-16","Belleview, FL"
"2830 Hwy 90 West, Lake City, FL 32055","Regal UA Cinema 90","Avengers: Endgame (2019)","PG-13","5","6:30p","Digital 3D","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","2019-05-16","Lake City, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","The Hustle (2019)","PG-13","3.5","2:35p | 5:05p | 7:40p | 10:15p","Standard","","2019-05-16","High Springs, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","The Sun Is Also a Star","PG-13","","4:00p | 8:05p | 10:35p","Standard","College-bound romantic Daniel Bae and Jamaica-born pragmatist Natasha Kingsley meet—and fall for each other—over one magical day amidst the fervor and flurry of New York City. Sparks immediately fly between these two strangers, who might never have met had fate not given them a little push. But will fate be enough to take these teens from star-crossed to lucky in love? With just hours left on the clock in what looks to be her last day in the U.S., Natasha is fighting against her family’s deportation as fiercely as she’s fighting her budding feelings for Daniel, who is working just as hard to convince her they are destined to be together.","2019-05-16","Belleview, FL"
"University of Florida, Gainesville, FL 32611","Reitz Union Cinema - U of Fl","","","","","","","2019-05-16","Gainesville, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Pokémon Detective Pikachu","PG","4.5","5:15p | 7:55p | 10:30p","Standard","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-05-16","High Springs, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Shazam!","PG-13","4.5","3:40p | 7:00p | 10:20p","Standard","We all have a superhero inside us, it just takes a bit of magic to bring it out. In Billy Batson's case, by shouting out one word - SHAZAM! - this streetwise 14-year-old foster kid can turn into the adult superhero Shazam.","2019-05-16","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Avengers: Endgame (2019)","PG-13","5","1:00p | 1:45p | 4:00p | 5:00p | 6:00p | 8:00p | 9:00p | 9:30p","Standard","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","2019-05-16","High Springs, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","The Best of Enemies","PG-13","4.5","12:00p | 3:00p | 5:00p","Standard","Based on a true story, THE BEST OF ENEMIES centers on the unlikely relationship between Ann Atwater (Henson), an outspoken civil rights activist, and C.P. Ellis (Rockwell), a local Ku Klux Klan leader who reluctantly co-chaired a community summit, battling over the desegregation of schools in Durham, North Carolina during the racially-charged summer of 1971. The incredible events that unfolded would change Durham and the lives of Atwater and Ellis forever.","2019-05-16","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","The Curse of La Llorona","R","4","1:40p | 4:20p | 6:40p","Standard","In 1970s Los Angeles, the legendary ghost La Llorona is stalking the night -- and the children. Ignoring the eerie warning of a troubled mother, a social worker and her own kids are drawn into a frightening supernatural realm. Their only hope of surviving La Llorona's deadly wrath is a disillusioned priest who practices mysticism to keep evil at bay.","2019-05-16","High Springs, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Poms","PG-13","4","9:30a | 11:45a | 2:30p | 4:30p | 6:45p | 9:00p","Standard","Martha is an introverted woman who moves to a retirement community that has shuffleboard, golf, bowling and other activities. Hoping to be left alone, she meets Sheryl, a fun-loving neighbor who insists that they become best pals. After coming out of her shell, Martha and her new friend decide to form a cheerleading squad with their fellow residents. As the two women hold auditions, they soon learn that it's never too late to follow your dreams, even when the odds are stacked against you.","2019-05-16","The Villages, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","The Sun Is Also a Star","PG-13","","4:50p | 7:30p | 10:10p","Standard","College-bound romantic Daniel Bae and Jamaica-born pragmatist Natasha Kingsley meet—and fall for each other—over one magical day amidst the fervor and flurry of New York City. Sparks immediately fly between these two strangers, who might never have met had fate not given them a little push. But will fate be enough to take these teens from star-crossed to lucky in love? With just hours left on the clock in what looks to be her last day in the U.S., Natasha is fighting against her family’s deportation as fiercely as she’s fighting her budding feelings for Daniel, who is working just as hard to convince her they are destined to be together.","2019-05-16","Gainesville, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Avengers: Endgame (2019)","PG-13","5","2:55p | 4:40p | 4:50p | 5:10p | 8:40p | 9:15p | 9:45p","Standard","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","2019-05-16","High Springs, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Pokémon Detective Pikachu","PG","4.5","9:45a | 12:00p | 2:00p | 5:50p | 9:00p","Standard","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-05-16","The Villages, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Shazam!","PG-13","4.5","3:40p | 7:00p | 10:20p","Standard","We all have a superhero inside us, it just takes a bit of magic to bring it out. In Billy Batson's case, by shouting out one word - SHAZAM! - this streetwise 14-year-old foster kid can turn into the adult superhero Shazam.","2019-05-16","High Springs, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Avengers: Endgame (2019)","PG-13","5","2:55p | 4:40p | 4:50p | 5:10p | 8:40p | 9:15p | 9:45p","Standard","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","2019-05-16","Gainesville, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","John Wick: Chapter 3 – Parabellum","R","","7:00p | 10:15p","Standard","Super-Assassin John Wick (Keanu Reeves) is on the run after killing a member of the international assassin’s guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","2019-05-16","High Springs, FL"
