"Location","Theatre","Movie","Movie_Rating","Star_Rating","Show_Times","Movie_Format","Synopsis","Date","Searched_City"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Unplanned (2019)","R","4.5","10:00a | 12:30p | 3:00p | 5:30p | 8:00p","Standard","As one of the youngest Planned Parenthood clinic directors in the nation, Abby Johnson was involved in upwards of 22,000 abortions and counseled countless women on their reproductive choices. Her passion surrounding a woman's right to choose led her to become a spokesperson for Planned Parenthood, fighting to enact legislation for the cause she so deeply believed in. Until the day she saw something that changed everything.","2019-05-16","The Villages, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Captain Marvel (2019)","PG-13","4.5","3:10p","Standard","Captain Marvel is an extraterrestrial Kree warrior who finds herself caught in the middle of an intergalactic battle between her people and the Skrulls. Living on Earth in 1995, she keeps having recurring memories of another life as U.S. Air Force pilot Carol Danvers. With help from Nick Fury, Captain Marvel tries to uncover the secrets of her past while harnessing her special superpowers to end the war with the evil Skrulls.","2019-05-16","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","John Wick: Chapter 3 – Parabellum","R","","7:00p | 10:05p","Standard","Super-Assassin John Wick (Keanu Reeves) is on the run after killing a member of the international assassin’s guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","2019-05-16","Gainesville, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Pokémon Detective Pikachu","PG","4.5","1:00p | 4:00p | 7:00p","Standard","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-05-16","Belleview, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","Captain Marvel (2019)","PG-13","4.5","6:50p","Standard","Captain Marvel is an extraterrestrial Kree warrior who finds herself caught in the middle of an intergalactic battle between her people and the Skrulls. Living on Earth in 1995, she keeps having recurring memories of another life as U.S. Air Force pilot Carol Danvers. With help from Nick Fury, Captain Marvel tries to uncover the secrets of her past while harnessing her special superpowers to end the war with the evil Skrulls.","2019-05-16","High Springs, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","John Wick: Chapter 3 – Parabellum","R","","7:00p | 10:05p","Standard","Super-Assassin John Wick (Keanu Reeves) is on the run after killing a member of the international assassin’s guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","2019-05-16","Belleview, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","Pokémon Detective Pikachu","PG","4.5","9:30p","Digital 3D","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-05-16","Gainesville, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Pokémon Detective Pikachu","PG","4.5","4:00p","Digital 3D","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-05-16","Ocala, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","UglyDolls","PG","4","2:45p | 3:45p","Standard","Unconventionality rules in UGLYDOLLS, the new animated musical adventure set in the adorably different town of Uglyville, where weird is celebrated, strange is special and beauty is embraced as more than simply meets the eye.","2019-05-16","Belleview, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","The Hustle (2019)","PG-13","3.5","10:30a | 11:30a | 2:00p | 4:30p | 7:45p","Standard","","2019-05-16","The Villages, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Pokémon Detective Pikachu","PG","4.5","7:30p","Digital 3D","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-05-16","The Villages, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Faith, Hope & Love","PG","4","9:00a | 11:30a | 2:00p | 4:30p | 7:00p | 9:30p","Standard","Faith, Hope & Love is a heartwarming, romantic comedy about two vulnerable, lost souls who have each suffered deep losses and have their guards up, as a result. When they enter a dance contest, and become partners, they begin to discover new perspectives on life, love and faith.","2019-05-16","Belleview, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Avengers: Endgame (2019)","PG-13","5","12:00p | 1:00p | 3:45p | 4:45p | 7:30p","Standard","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","2019-05-16","Ocala, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","The Best of Enemies","PG-13","4.5","12:00p | 3:00p | 5:00p","Standard","Based on a true story, THE BEST OF ENEMIES centers on the unlikely relationship between Ann Atwater (Henson), an outspoken civil rights activist, and C.P. Ellis (Rockwell), a local Ku Klux Klan leader who reluctantly co-chaired a community summit, battling over the desegregation of schools in Durham, North Carolina during the racially-charged summer of 1971. The incredible events that unfolded would change Durham and the lives of Atwater and Ellis forever.","2019-05-16","The Villages, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","The Curse of La Llorona","R","4","11:20p","Standard","In 1970s Los Angeles, the legendary ghost La Llorona is stalking the night -- and the children. Ignoring the eerie warning of a troubled mother, a social worker and her own kids are drawn into a frightening supernatural realm. Their only hope of surviving La Llorona's deadly wrath is a disillusioned priest who practices mysticism to keep evil at bay.","2019-05-16","Ocala, FL"
"10401-015 US Hwy. 441 South, Leesburg, FL 34788","AMC Lake Square 12","The Sun Is Also a Star","PG-13","","4:00p | 6:30p","Standard","College-bound romantic Daniel Bae and Jamaica-born pragmatist Natasha Kingsley meet—and fall for each other—over one magical day amidst the fervor and flurry of New York City. Sparks immediately fly between these two strangers, who might never have met had fate not given them a little push. But will fate be enough to take these teens from star-crossed to lucky in love? With just hours left on the clock in what looks to be her last day in the U.S., Natasha is fighting against her family’s deportation as fiercely as she’s fighting her budding feelings for Daniel, who is working just as hard to convince her they are destined to be together.","2019-05-16","The Villages, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","A Dog's Journey","PG","","6:00p | 9:15p","Standard","Bailey is living the good life on the Michigan farm of his boy, Ethan and Ethan's wife Hannah. He even has a new playmate: Ethan and Hannah's baby granddaughter, CJ. The problem is that CJ's mom, Gloria, decides to take CJ away. As Bailey's soul prepares to leave this life for a new one, he makes a promise to Ethan to find CJ and protect her at any cost. Thus begins Bailey's adventure through many lives filled with love, friendship, and devotion.","2019-05-16","Belleview, FL"
"2801 SW 27th Avenue, Ocala, FL 34474","Regal Hollywood & IMAX - Ocala","Saga of Tanya the Evil – the Movie","","","7:30p","Standard","Be the first to see Saga of Tanya the Evil - the movie - on the big screen in a special premiere event from Fathom Events and Crunchyroll. The time is UC 1926. The Imperial Army's 203rd Air Mage Battalion led by Major Tanya Degurechaff has won the battle to the south against the Republic's stragglers. They are told that there were signs of a large-scale deployment near the Empire-Federation border. Faced with the prospect of a new major enemy, the desperate Empire fans the flame of war. Meanwhile, an international volunteer army spearheaded by the Commonwealth set foot in Federation territory. As they say, the enemy of an enemy is your friend. They suffer through misfortune purely out of national interest, and among them is a young girl. She is Warrant Officer Mary Sue, and she takes up arms hoping to bring the Empire, who killed her father, to justice. This exclusive one-night event will feature premiere footage of an interview with Director Yutaka Uemura.","2019-05-16","Ocala, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Poms","PG-13","4","2:25p | 4:50p | 7:30p | 10:00p","Standard","Martha is an introverted woman who moves to a retirement community that has shuffleboard, golf, bowling and other activities. Hoping to be left alone, she meets Sheryl, a fun-loving neighbor who insists that they become best pals. After coming out of her shell, Martha and her new friend decide to form a cheerleading squad with their fellow residents. As the two women hold auditions, they soon learn that it's never too late to follow your dreams, even when the odds are stacked against you.","2019-05-16","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Long Shot","R","4","1:05p | 4:05p | 7:05p | 10:05p","Standard","When Fred Flarsky (Seth Rogen) reunites with his first crush, one of the most influential women in the world, Charlotte Field (Charlize Theron), he charms her with his self-deprecating humor and his memories of her youthful idealism. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter and sparks fly.","2019-05-16","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","A Dog's Journey","PG","","6:00p | 9:00p","Standard","Bailey is living the good life on the Michigan farm of his boy, Ethan and Ethan's wife Hannah. He even has a new playmate: Ethan and Hannah's baby granddaughter, CJ. The problem is that CJ's mom, Gloria, decides to take CJ away. As Bailey's soul prepares to leave this life for a new one, he makes a promise to Ethan to find CJ and protect her at any cost. Thus begins Bailey's adventure through many lives filled with love, friendship, and devotion.","2019-05-16","High Springs, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Long Shot","R","4","1:00p | 4:00p | 7:00p","Standard","When Fred Flarsky (Seth Rogen) reunites with his first crush, one of the most influential women in the world, Charlotte Field (Charlize Theron), he charms her with his self-deprecating humor and his memories of her youthful idealism. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter and sparks fly.","2019-05-16","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Breakthrough (2019)","PG","4.5","3:35p | 6:30p | 9:40p","Standard","BREAKTHROUGH is based on the inspirational true story of one mother's unfaltering love in the face of impossible odds. When Joyce Smith's adopted son John falls through an icy Missouri lake, all hope seems lost. But as John lies lifeless, Joyce refuses to give up. Her steadfast belief inspires those around her to continue to pray for John's recovery, even in the face of every case history and scientific prediction. From producer DeVon Franklin (Miracles from Heaven) and adapted for the screen by Grant Nieporte (Seven Pounds) from Joyce Smith's own book, BREAKTHROUGH is an enthralling reminder that faith and love can create a mountain of hope, and sometimes even a miracle.","2019-05-16","Gainesville, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","The Sun Is Also a Star","PG-13","","4:00p | 6:35p | 9:15p","Standard","College-bound romantic Daniel Bae and Jamaica-born pragmatist Natasha Kingsley meet—and fall for each other—over one magical day amidst the fervor and flurry of New York City. Sparks immediately fly between these two strangers, who might never have met had fate not given them a little push. But will fate be enough to take these teens from star-crossed to lucky in love? With just hours left on the clock in what looks to be her last day in the U.S., Natasha is fighting against her family’s deportation as fiercely as she’s fighting her budding feelings for Daniel, who is working just as hard to convince her they are destined to be together.","2019-05-16","Gainesville, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","Tolkien","PG-13","4.5","9:20a | 12:00p | 5:00p | 8:00p","Standard","As a young student, J.R.R. Tolkien finds love, friendship and artistic inspiration among a group of fellow outcasts. Their brotherhood soon strengthens as Tolkien weathers the storm of a tumultuous courtship with Edith Bratt and the outbreak of World War I. These early life experiences later inspire the budding author to write the classic fantasy novels ""The Hobbit"" and ""The Lord of the Rings.""","2019-05-16","The Villages, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","The Upside","PG-13","4.5","12:10p | 3:00p | 8:15p","Standard","Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom as Dell and Phillip rediscover the joy of living life to the fullest.","2019-05-16","Belleview, FL"
"2830 Hwy 90 West, Lake City, FL 32055","Regal UA Cinema 90","The Intruder (2019)","PG-13","4","4:00p | 6:55p","Standard","A psychological thriller about a young married couple who buys a beautiful Napa Valley house on several acres of land only to find that the man they bought it from refuses to let go of the property.","2019-05-16","Lake City, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Long Shot","R","4","1:00p | 4:00p | 7:00p","Standard","When Fred Flarsky (Seth Rogen) reunites with his first crush, one of the most influential women in the world, Charlotte Field (Charlize Theron), he charms her with his self-deprecating humor and his memories of her youthful idealism. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter and sparks fly.","2019-05-16","Ocala, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","General Magic","","","12:30p | 2:45p","Standard","","2019-05-16","Belleview, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","UglyDolls","PG","4","2:45p | 5:05p","Standard","Unconventionality rules in UGLYDOLLS, the new animated musical adventure set in the adorably different town of Uglyville, where weird is celebrated, strange is special and beauty is embraced as more than simply meets the eye.","2019-05-16","High Springs, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Breakthrough (2019)","PG","4.5","9:35a | 12:15p | 3:00p | 5:40p | 8:20p","Standard","BREAKTHROUGH is based on the inspirational true story of one mother's unfaltering love in the face of impossible odds. When Joyce Smith's adopted son John falls through an icy Missouri lake, all hope seems lost. But as John lies lifeless, Joyce refuses to give up. Her steadfast belief inspires those around her to continue to pray for John's recovery, even in the face of every case history and scientific prediction. From producer DeVon Franklin (Miracles from Heaven) and adapted for the screen by Grant Nieporte (Seven Pounds) from Joyce Smith's own book, BREAKTHROUGH is an enthralling reminder that faith and love can create a mountain of hope, and sometimes even a miracle.","2019-05-16","The Villages, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","Little Woods","R","3.5","2:15p | 4:40p | 8:00p | 10:25p","Standard","","2019-05-16","The Villages, FL"
"2830 Hwy 90 West, Lake City, FL 32055","Regal UA Cinema 90","Pokémon Detective Pikachu","PG","4.5","7:05p","Digital 3D","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-05-16","Lake City, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Captain Marvel (2019)","PG-13","4.5","3:10p","Standard","Captain Marvel is an extraterrestrial Kree warrior who finds herself caught in the middle of an intergalactic battle between her people and the Skrulls. Living on Earth in 1995, she keeps having recurring memories of another life as U.S. Air Force pilot Carol Danvers. With help from Nick Fury, Captain Marvel tries to uncover the secrets of her past while harnessing her special superpowers to end the war with the evil Skrulls.","2019-05-16","High Springs, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Breakthrough (2019)","PG","4.5","3:25p | 5:40p","Standard","BREAKTHROUGH is based on the inspirational true story of one mother's unfaltering love in the face of impossible odds. When Joyce Smith's adopted son John falls through an icy Missouri lake, all hope seems lost. But as John lies lifeless, Joyce refuses to give up. Her steadfast belief inspires those around her to continue to pray for John's recovery, even in the face of every case history and scientific prediction. From producer DeVon Franklin (Miracles from Heaven) and adapted for the screen by Grant Nieporte (Seven Pounds) from Joyce Smith's own book, BREAKTHROUGH is an enthralling reminder that faith and love can create a mountain of hope, and sometimes even a miracle.","2019-05-16","Gainesville, FL"
"2021 Silver Springs Blvd, Ocala, FL 34471","Ocala Center 6","Pokémon Detective Pikachu","PG","4.5","1:00p | 4:00p | 7:00p","Standard","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-05-16","Ocala, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Dumbo (2019)","PG","4.5","9:40a | 12:15p | 2:50p | 5:25p | 8:00p","Standard","Struggling circus owner Max Medici enlists a former star and his two children to care for Dumbo, a baby elephant born with oversized ears. When the family discovers that the animal can fly, it soon becomes the main attraction -- bringing in huge audiences and revitalizing the run-down circus. The elephant's magical ability also draws the attention of V.A. Vandevere, an entrepreneur who wants to showcase Dumbo in his latest, larger-than-life entertainment venture.","2019-05-16","The Villages, FL"
"4901 SW 31st Place, Gainesville, FL 32608","Regal Celebration Pointe & RPX","John Wick: Chapter 3 – Parabellum","R","","7:00p | 10:10p | 8:10p | 11:15p","Standard","Super-Assassin John Wick (Keanu Reeves) is on the run after killing a member of the international assassin’s guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","2019-05-16","High Springs, FL"
"1000 Old Mill Run, The Villages, FL 32162","Old Mill Playhouse","Pokémon Detective Pikachu","PG","4.5","9:45a | 12:00p | 2:00p | 5:50p | 9:00p","Standard","The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry’s former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City—a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world—they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.","2019-05-16","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","The Curse of La Llorona","R","4","1:40p | 4:20p | 6:40p","Standard","In 1970s Los Angeles, the legendary ghost La Llorona is stalking the night -- and the children. Ignoring the eerie warning of a troubled mother, a social worker and her own kids are drawn into a frightening supernatural realm. Their only hope of surviving La Llorona's deadly wrath is a disillusioned priest who practices mysticism to keep evil at bay.","2019-05-16","Gainesville, FL"
"3101 SW 35th Blvd, Gainesville, FL 32608","Regal Butler Town Center","Captain Marvel (2019)","PG-13","4.5","3:50p | 6:50p","Standard","Captain Marvel is an extraterrestrial Kree warrior who finds herself caught in the middle of an intergalactic battle between her people and the Skrulls. Living on Earth in 1995, she keeps having recurring memories of another life as U.S. Air Force pilot Carol Danvers. With help from Nick Fury, Captain Marvel tries to uncover the secrets of her past while harnessing her special superpowers to end the war with the evil Skrulls.","2019-05-16","Gainesville, FL"
"50 S. Magnolia Ave., Ocala, FL 34471","Marion Theatre","Poms","PG-13","4","1:00p | 3:00p | 5:00p | 7:00p","Standard","Martha is an introverted woman who moves to a retirement community that has shuffleboard, golf, bowling and other activities. Hoping to be left alone, she meets Sheryl, a fun-loving neighbor who insists that they become best pals. After coming out of her shell, Martha and her new friend decide to form a cheerleading squad with their fellow residents. As the two women hold auditions, they soon learn that it's never too late to follow your dreams, even when the odds are stacked against you.","2019-05-16","Belleview, FL"
"3702 Newberry Road, Gainesville, FL 32607","Regal Royal Park","Avengers: Endgame (2019)","PG-13","5","1:00p | 1:45p | 4:00p | 5:00p | 6:00p | 8:00p | 9:00p | 9:30p","Standard","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","2019-05-16","Gainesville, FL"
"2720 Brownwood Blvd., The Villages, FL 32163","Barnstorm Theater","John Wick: Chapter 3 – Parabellum","R","","7:00p | 10:00p","Standard","Super-Assassin John Wick (Keanu Reeves) is on the run after killing a member of the international assassin’s guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","2019-05-16","The Villages, FL"
"10845 SE US Highway 441, Belleview, FL 34420","Belleview Cinemas","Avengers: Endgame (2019)","PG-13","5","1:00p | 4:30p | 8:00p","Standard","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply starts to dwindle. Meanwhile, the remaining Avengers -- Thor, Black Widow, Captain America and Bruce Banner -- must figure out a way to bring back their vanquished allies for an epic showdown with Thanos -- the evil demigod who decimated the planet and the universe.","2019-05-16","Belleview, FL"
"1105 Alonzo Ave, Lady Lake, FL 32159","Rialto Theatre Spanish Springs Town Square","The Tempest (2010)","PG-13","4","6:30p","Standard","In her big-screen adaptation of Shakespeare’s mystical thriller “The Tempest,” Academy Award®– nominated Julie Taymor brings an original dynamic to the story by changing the gender of the sorcerer Prospero into the sorceress Prospera, portrayed by Oscar® winner Helen Mirren. Prospera’s journey spirals through vengeance to forgiveness as she reigns over a magical island, cares for her young daughter, Miranda, and unleashes her powers against shipwrecked enemies in this exciting, masterly mix of romance, tragicomedy and the supernatural.","2019-05-16","The Villages, FL"
